# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
3.1            	U              	(-2.19527753e-02 -5.01739632e-02 -1.08952454e-19)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.27929978e+00 7.76618098e-02 1.40130868e-19)	(1.30444450e+00 -2.32988990e+00 0.00000000e+00)
3.15           	p              	-7.72206218e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.40068009e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.15           	U              	(-2.27205726e-02 -5.00661022e-02 -1.06494975e-19)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.27920739e+00 7.42168628e-02 1.38991754e-19)	(1.30444450e+00 -2.32988990e+00 0.00000000e+00)
3.2            	p              	-7.68890060e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.39323960e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.2            	U              	(-2.34363433e-02 -4.99391194e-02 -1.04113960e-19)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.27904238e+00 7.08015653e-02 1.37840859e-19)	(1.30444450e+00 -2.32988990e+00 0.00000000e+00)
3.25           	p              	-7.65601923e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.38604391e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.25           	U              	(-2.41026551e-02 -4.97935656e-02 -1.01810385e-19)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.27880793e+00 6.74181110e-02 1.36680623e-19)	(1.30444450e+00 -2.32988990e+00 0.00000000e+00)
3.3            	p              	-7.62359648e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.37904415e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.3            	U              	(-2.47219513e-02 -4.96301909e-02 -9.95811461e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.27850722e+00 6.40684495e-02 1.35508962e-19)	(1.30444450e+00 -2.32988990e+00 0.00000000e+00)
3.35           	p              	-7.59143596e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.37214599e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.35           	U              	(-2.52964792e-02 -4.94492435e-02 -9.74184239e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.27814309e+00 6.07544210e-02 1.34334727e-19)	(1.30444450e+00 -2.32988990e+00 0.00000000e+00)
3.4            	p              	-7.55961520e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.36536574e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.4            	U              	(-2.58284567e-02 -4.92509208e-02 -9.53240730e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.27771824e+00 5.74776796e-02 1.33156293e-19)	(1.30444450e+00 -2.32988990e+00 0.00000000e+00)
3.45           	p              	-7.52865197e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.35837742e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.45           	U              	(-2.63199110e-02 -4.90355538e-02 -9.32933345e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.27723542e+00 5.42395829e-02 1.31970401e-19)	(1.30444450e+00 -2.32988990e+00 0.00000000e+00)
3.5            	p              	-7.49770987e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.35177408e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.5            	U              	(-2.67729484e-02 -4.88034947e-02 -9.13311090e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.27669679e+00 5.10415437e-02 1.30793031e-19)	(1.30444450e+00 -2.32988990e+00 0.00000000e+00)
3.55           	p              	-7.46705747e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.34527256e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.55           	U              	(-2.71894708e-02 -4.85549690e-02 -8.94274363e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.27610483e+00 4.78845745e-02 1.29609308e-19)	(1.30444450e+00 -2.32988990e+00 0.00000000e+00)
3.6            	p              	-7.43679628e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.33892551e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.6            	U              	(-2.75714086e-02 -4.82906401e-02 -8.75906615e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.27546183e+00 4.47695965e-02 1.28427073e-19)	(1.30444450e+00 -2.32988990e+00 0.00000000e+00)
3.65           	p              	-7.40678190e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.33265266e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.65           	U              	(-2.79203741e-02 -4.80102990e-02 -8.57996196e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.27476985e+00 4.16972706e-02 1.27248055e-19)	(1.30444450e+00 -2.32988990e+00 0.00000000e+00)
3.7            	p              	-7.37720703e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.32655764e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.7            	U              	(-2.82380130e-02 -4.77145973e-02 -8.40733315e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.27403106e+00 3.86682314e-02 1.26070269e-19)	(1.30444450e+00 -2.32988990e+00 0.00000000e+00)
3.75           	p              	-7.34793758e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.32053856e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.75           	U              	(-2.85259948e-02 -4.74039583e-02 -8.24013170e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.27324741e+00 3.56829679e-02 1.24898692e-19)	(1.30444450e+00 -2.32988990e+00 0.00000000e+00)
3.8            	p              	-7.31905800e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.31453905e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.8            	U              	(-2.87858787e-02 -4.70785664e-02 -8.07813787e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.27242076e+00 3.27418851e-02 1.23733557e-19)	(1.30444450e+00 -2.32988990e+00 0.00000000e+00)
3.85           	p              	-7.29043157e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.30870786e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.85           	U              	(-2.90191523e-02 -4.67387100e-02 -7.92134012e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.27155293e+00 2.98452488e-02 1.22575038e-19)	(1.30444450e+00 -2.32988990e+00 0.00000000e+00)
3.9            	p              	-7.26225536e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.30286220e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.9            	U              	(-2.92271694e-02 -4.63846278e-02 -7.76928290e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.27064566e+00 2.69932717e-02 1.21424430e-19)	(1.30444450e+00 -2.32988990e+00 0.00000000e+00)
3.95           	p              	-7.23444054e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.29704678e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.95           	U              	(-2.94113649e-02 -4.60165680e-02 -7.62234773e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.26970066e+00 2.41860584e-02 1.20282359e-19)	(1.30444450e+00 -2.32988990e+00 0.00000000e+00)
4              	p              	-7.20672581e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.29154703e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4              	U              	(-2.95729519e-02 -4.56348440e-02 -7.47979723e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.26455994e+00 2.44688834e-02 1.18162985e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.05           	p              	-7.17950330e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.28595745e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.05           	U              	(-2.97131530e-02 -4.52396836e-02 -7.34172312e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.26399454e+00 2.55398134e-02 1.17932537e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.1            	p              	-7.15254761e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.28044357e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.1            	U              	(-2.98331813e-02 -4.48313348e-02 -7.20811880e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.26343666e+00 2.65856616e-02 1.17703707e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.15           	p              	-7.12579845e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.27526854e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.15           	U              	(-2.99340877e-02 -4.44103870e-02 -7.07874682e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.26288634e+00 2.76071459e-02 1.17481150e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.2            	p              	-7.09961096e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.26991244e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.2            	U              	(-3.00169788e-02 -4.39771438e-02 -6.95348184e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.26234380e+00 2.86051005e-02 1.17259337e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.25           	p              	-7.07355550e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.26469027e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.25           	U              	(-3.00828946e-02 -4.35316492e-02 -6.83199196e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.26180911e+00 2.95804361e-02 1.17038523e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.3            	p              	-7.04784278e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.25955494e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.3            	U              	(-3.01328292e-02 -4.30742766e-02 -6.71452324e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.26128235e+00 3.05339595e-02 1.16820703e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.35           	p              	-7.02244401e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.25441053e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.35           	U              	(-1.20825575e-02 -4.20941834e-02 -8.41850954e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.26076371e+00 3.14663966e-02 1.16606210e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.4            	p              	-6.99736390e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.24936463e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.4            	U              	(-1.21665013e-02 -4.19975951e-02 -8.33206259e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.26025320e+00 3.23785467e-02 1.16392911e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.45           	p              	-6.97254123e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.24447662e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.45           	U              	(-1.22411690e-02 -4.18862528e-02 -8.24756927e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.25975077e+00 3.32711066e-02 1.16183332e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.5            	p              	-6.94799170e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.23958149e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.5            	U              	(-1.23068967e-02 -4.17607335e-02 -8.16432486e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.25925656e+00 3.41447729e-02 1.15975600e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.55           	p              	-6.92375469e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.23477634e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.55           	U              	(-1.23640904e-02 -4.16217232e-02 -8.08298666e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.25877070e+00 3.50003466e-02 1.15768247e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.6            	p              	-6.89982799e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.23007852e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.6            	U              	(-1.24131800e-02 -4.14699998e-02 -8.00334304e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.25829277e+00 3.58382182e-02 1.15569933e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.65           	p              	-6.87618410e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.22539547e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.65           	U              	(-1.24545891e-02 -4.13060779e-02 -7.92509103e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.25782278e+00 3.66590275e-02 1.15371520e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.7            	p              	-6.85281377e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.22077852e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.7            	U              	(-1.24885428e-02 -4.11311121e-02 -7.84872139e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.25736084e+00 3.74635050e-02 1.15173366e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.75           	p              	-6.82977755e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.21619033e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.75           	U              	(-1.25154133e-02 -4.09452381e-02 -7.77361981e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.25690703e+00 3.82522633e-02 1.14977889e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.8            	p              	-6.80706947e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.21168739e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.8            	U              	(-1.25355214e-02 -4.07490425e-02 -7.70012053e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.25646130e+00 3.90258302e-02 1.14786243e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.85           	p              	-6.78457335e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.20714547e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.85           	U              	(-1.25491613e-02 -4.05430097e-02 -7.62789228e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.25602357e+00 3.97848752e-02 1.14593928e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.9            	p              	-6.76230808e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.20277864e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.9            	U              	(-1.25566229e-02 -4.03277581e-02 -7.55726083e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.25559374e+00 4.05298989e-02 1.14405837e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.95           	p              	-6.74040741e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.19841210e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.95           	U              	(-1.25582203e-02 -4.01038665e-02 -7.48803132e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.25517170e+00 4.12613881e-02 1.14220185e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
5              	p              	-6.71865150e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.19415350e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5              	U              	(-1.25542121e-02 -3.98717565e-02 -7.42005101e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.25475741e+00 4.19798222e-02 1.14036711e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
5.05           	p              	-6.69731486e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.18983215e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.05           	U              	(-1.25448288e-02 -3.96318869e-02 -7.35345266e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.25435081e+00 4.26857468e-02 1.13854101e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
5.1            	p              	-6.67604556e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.18583604e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.1            	U              	(-1.25303789e-02 -3.93848847e-02 -7.28841871e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.25395169e+00 4.33795184e-02 1.13676615e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
5.15           	p              	-6.65509925e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.18169505e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.15           	U              	(-1.25110800e-02 -3.91310100e-02 -7.22430202e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.25355998e+00 4.40616447e-02 1.13498652e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
5.2            	p              	-6.63471341e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.17753169e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.2            	U              	(9.31046628e-03 -8.64209579e-02 -1.07866839e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.25317565e+00 4.47325373e-02 1.13323860e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
5.25           	p              	-6.61433562e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.17348486e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.25           	U              	(8.20701166e-03 -8.66938528e-02 -1.06886394e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.25279858e+00 4.53926666e-02 1.13149682e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
5.3            	p              	-6.59426736e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.16952507e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.3            	U              	(7.15938528e-03 -8.69299612e-02 -1.05910220e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.25242864e+00 4.60423886e-02 1.12979068e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
5.35           	p              	-6.57444215e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.16549612e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.35           	U              	(6.16551680e-03 -8.71296433e-02 -1.04953346e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.25206575e+00 4.66821957e-02 1.12807342e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
5.4            	p              	-6.55490810e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.16158734e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.4            	U              	(5.22340936e-03 -8.72937199e-02 -1.04010861e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.25170977e+00 4.73124288e-02 1.12639361e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
5.45           	p              	-6.53557375e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.15775945e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.45           	U              	(4.33116719e-03 -8.74229236e-02 -1.03082833e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.25136056e+00 4.79334282e-02 1.12473068e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
5.5            	p              	-6.51649571e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.15391465e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.5            	U              	(3.48691855e-03 -8.75178456e-02 -1.02171027e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.25101800e+00 4.85455883e-02 1.12307320e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
5.55           	p              	-6.49776403e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.15013808e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.55           	U              	(2.68884359e-03 -8.75791937e-02 -1.01274219e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.25068198e+00 4.91491924e-02 1.12144760e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
5.6            	p              	-6.47916423e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.14649273e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.6            	U              	(1.93544172e-03 -8.76078549e-02 -1.00385303e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.25035233e+00 4.97445289e-02 1.11984024e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
5.65           	p              	-6.46083854e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.14279812e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.65           	U              	(1.22494513e-03 -8.76042686e-02 -9.95167800e-20)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.25002893e+00 5.03319794e-02 1.11823106e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
5.7            	p              	-6.44275649e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.13916379e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.7            	U              	(5.55658990e-04 -8.75690238e-02 -9.86635287e-20)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.24971164e+00 5.09118672e-02 1.11663893e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
5.75           	p              	-6.42491759e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.13559609e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.75           	U              	(-7.40734876e-05 -8.75029131e-02 -9.78255586e-20)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.24940034e+00 5.14844824e-02 1.11506266e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
5.8            	p              	-6.40737523e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.13198666e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.8            	U              	(-6.65610515e-04 -8.74062553e-02 -9.69981545e-20)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.24909494e+00 5.20500649e-02 1.11350627e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
5.85           	p              	-6.39000468e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.12840702e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.85           	U              	(-1.22050611e-03 -8.72795477e-02 -9.61887502e-20)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.24879527e+00 5.26089876e-02 1.11194013e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
5.9            	p              	-6.37302969e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.12490773e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
