# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
1725           	U              	(-1.97439869e-01 -1.36550128e-01 -3.38522813e-19)	(2.41396006e+00 -9.50409361e-02 0.00000000e+00)	(1.21155090e+00 1.42855896e-01 1.96986042e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1726           	p              	-4.64086608e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48208616e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1726           	U              	(-2.22941993e-01 -1.65892120e-01 -2.68494253e-19)	(2.53567344e+00 9.98388978e-02 -3.57837597e-17)	(1.21041345e+00 2.52614157e-01 2.30381390e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1727           	p              	-4.56765059e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47447222e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1727           	U              	(-2.15359943e-01 -2.04947051e-01 -1.48643683e-19)	(2.53567344e+00 9.98388978e-02 -3.57837597e-17)	(1.21175469e+00 2.50681250e-01 2.35160374e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1728           	p              	-4.58526829e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47277166e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1728           	U              	(-2.31124361e-01 -2.49770924e-01 -6.38283073e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21123782e+00 1.22771598e-01 2.41111914e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1729           	p              	-4.66629180e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47693493e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1729           	U              	(-2.31111181e-01 -2.85051463e-01 -5.91171581e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21616798e+00 2.46603717e-01 2.39192141e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1730           	p              	-4.72583985e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48700277e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1730           	U              	(-2.34885055e-01 -2.98315485e-01 -4.33838767e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21877112e+00 2.44881942e-01 2.38082977e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1731           	p              	-4.76786040e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49901829e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1731           	U              	(-2.41253561e-01 -2.50629901e-01 -5.55488617e-19)	(4.37084432e+00 3.51641427e-01 -3.24975836e-17)	(1.22400474e+00 1.04121060e-01 2.08557545e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1732           	p              	-4.79437940e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50636876e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1732           	U              	(-2.47536985e-01 -3.01420964e-01 -4.46094664e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.24459207e+00 1.39762044e-01 2.62450577e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1733           	p              	-4.80444818e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50910910e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1733           	U              	(-2.50371853e-01 -2.72598717e-01 -5.42453509e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.26377261e+00 1.15506425e-01 2.62540088e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1734           	p              	-4.80107594e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50702167e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1734           	U              	(-2.49462987e-01 -2.25005359e-01 -6.37222430e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.22730530e+00 2.42743804e-01 2.24029265e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1735           	p              	-4.77926598e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50359282e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1735           	U              	(-2.55535522e-01 -1.72711950e-01 -1.04597989e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22845797e+00 2.43359289e-01 2.20006346e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1736           	p              	-4.74277341e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49703995e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1736           	U              	(-2.61964324e-01 -9.89646024e-02 -1.21347259e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22909316e+00 2.44323470e-01 2.16128906e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1737           	p              	-4.69104064e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48852530e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1737           	U              	(-2.58225658e-01 -1.46719782e-02 -1.30264095e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22917431e+00 2.45566846e-01 2.12390341e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1738           	p              	-4.62521919e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47996576e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1738           	U              	(-1.93378059e-01 -3.00149226e-01 -8.11465946e-19)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.23347127e+00 1.70529583e-01 9.98705642e-20)	(1.01615410e+00 1.81488837e+00 -1.79807262e-17)
1739           	p              	-4.54967268e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47301771e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1739           	U              	(-2.28335477e-02 -4.44690403e-01 -7.50736518e-19)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.23209126e+00 2.48414589e-01 1.08127591e-19)	(3.27724258e-01 1.64666128e+00 2.51233415e-17)
1740           	p              	-4.60577842e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47302554e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1740           	U              	(-1.78757791e-01 -1.30317671e-01 -1.02487817e-18)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.22601822e+00 2.50223890e-01 2.03801038e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1741           	p              	-4.68122949e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47929036e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1741           	U              	(-9.99895685e-02 -3.08412120e-01 -1.02685187e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22397353e+00 2.51817606e-01 2.02047066e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1742           	p              	-4.73623432e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49045259e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1742           	U              	(-8.55134138e-02 -2.21229267e-01 -1.25658979e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22156850e+00 2.53310871e-01 2.01090184e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1743           	p              	-4.77522469e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50108011e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1743           	U              	(-8.19607450e-02 -1.17043461e-01 -1.54255332e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.21894956e+00 2.54612413e-01 2.01379889e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1744           	p              	-4.79810024e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50719996e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1744           	U              	(-1.08792117e-01 -6.22511749e-02 -2.13752921e-18)	(6.06508443e+00 -1.24791226e+00 0.00000000e+00)	(1.21631898e+00 2.55612470e-01 2.03074054e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1745           	p              	-4.80509175e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50876568e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1745           	U              	(-9.39888749e-02 -8.32888793e-02 -4.15250569e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21389958e+00 2.56208036e-01 2.06223320e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1746           	p              	-4.79813207e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50600184e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1746           	U              	(-8.86085167e-02 -1.12467531e-01 -3.91145596e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.22201850e+00 1.50240648e-01 1.32812021e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1747           	p              	-4.77257855e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50207046e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1747           	U              	(-1.76208179e-01 -8.60764441e-02 -1.99128541e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21704445e+00 1.48745780e-01 1.58868258e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1748           	p              	-4.73289832e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49508741e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1748           	U              	(-1.70637948e-01 -1.21260932e-01 -1.48306735e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21312257e+00 1.45391508e-01 1.84354247e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1749           	p              	-4.67646635e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48703997e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1749           	U              	(-1.92729940e-01 -1.49399586e-01 -1.28245360e-19)	(2.18345837e+00 8.59545214e-02 0.00000000e+00)	(1.21056244e+00 1.40372211e-01 2.07014055e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1750           	p              	-4.60823661e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47856704e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1750           	U              	(-2.18978127e-01 -1.85739460e-01 -2.13223528e-19)	(2.53567344e+00 9.98388978e-02 -3.57837597e-17)	(1.21093220e+00 2.51761578e-01 2.32698287e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1751           	p              	-4.53401027e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47288133e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1751           	U              	(-2.20565606e-01 -2.25675046e-01 -1.49230795e-19)	(2.66190925e+00 1.04815135e-01 1.11009894e-17)	(1.21020316e+00 1.26827718e-01 2.38213629e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1752           	p              	-4.62548858e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47332897e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1752           	U              	(-2.30776203e-01 -2.68546646e-01 -6.28363950e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21244366e+00 1.19422751e-01 2.41017984e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1753           	p              	-4.69654631e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48061280e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1753           	U              	(-2.32637361e-01 -2.93797030e-01 -5.35212080e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21734458e+00 2.45776358e-01 2.38933657e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1754           	p              	-4.74626011e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49340628e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1754           	U              	(-2.27753568e-01 -1.98834671e-01 -7.27729647e-19)	(4.37084432e+00 3.51641427e-01 -3.24975836e-17)	(1.22102533e+00 1.06672164e-01 2.18912255e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1755           	p              	-4.78105849e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50353734e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1755           	U              	(-2.50481937e-01 -2.88186208e-01 -4.30911749e-19)	(4.37084432e+00 3.51641427e-01 -3.24975836e-17)	(1.23195755e+00 1.50571763e-01 2.58243668e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1756           	p              	-4.80016535e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50853332e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1756           	U              	(-2.49343879e-01 -2.90454606e-01 -4.90337648e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.25413655e+00 1.29361978e-01 2.63923289e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1757           	p              	-4.80433670e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50868890e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1757           	U              	(-2.50257061e-01 -2.53012109e-01 -5.82471538e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.27021255e+00 1.02628538e-01 2.58512649e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1758           	p              	-4.79322680e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50553312e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1758           	U              	(-2.52965735e-01 -1.54076066e-01 -2.07642143e-19)	(3.09346251e+00 -1.17981676e-01 3.97282477e-17)	(1.22787709e+00 2.42989180e-01 2.22193866e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1759           	p              	-4.76427124e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50083862e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1759           	U              	(-2.59594267e-01 -1.40846783e-01 -1.13009079e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22880342e+00 2.43768733e-01 2.18235257e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1760           	p              	-4.72235489e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49250858e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1760           	U              	(-2.61023224e-01 -6.15964588e-02 -1.26337021e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22919566e+00 2.44862276e-01 2.14506146e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1761           	p              	-4.66230729e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48467368e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1761           	U              	(-1.91666813e-01 -3.31978104e-01 -6.99663896e-19)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.22902158e+00 2.46204056e-01 2.10765250e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1762           	p              	-4.59161662e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47666627e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1762           	U              	(-1.92845415e-01 -2.67713200e-01 -8.86303555e-19)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.23278284e+00 1.71933989e-01 9.84088796e-20)	(1.01615410e+00 1.81488837e+00 -1.79807262e-17)
1763           	p              	-4.55492462e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47326390e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1763           	U              	(-2.36172222e-01 -9.35222959e-02 -2.11035568e-19)	(4.33814014e+00 -5.83938024e-01 3.28248113e-17)	(1.23144644e+00 2.49180097e-01 1.07949702e-19)	(3.27724258e-01 1.64666128e+00 2.51233415e-17)
1764           	p              	-4.64314798e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47469475e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1764           	U              	(-1.73362981e-01 -8.35670637e-02 -1.06897335e-18)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.22512580e+00 2.50964647e-01 2.02923866e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1765           	p              	-4.70969177e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48273204e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1765           	U              	(-9.29449942e-02 -2.70930330e-01 -1.12803091e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22290720e+00 2.52518835e-01 2.01532418e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1766           	p              	-4.75635664e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49548526e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1766           	U              	(-8.16893612e-02 -1.76688975e-01 -1.37099697e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22039019e+00 2.53932052e-01 2.01090846e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1767           	p              	-4.78700298e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50496198e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1767           	U              	(-8.84326904e-02 -1.76181131e-01 -1.38537848e-18)	(6.14432555e+00 -1.03066096e+00 1.83849068e-17)	(1.21774133e+00 2.55107695e-01 2.01968984e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1768           	p              	-4.80183008e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50934133e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1768           	U              	(-9.64897616e-02 -6.53971797e-02 -4.14650259e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21517599e+00 2.55937275e-01 2.04297376e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1769           	p              	-4.80310612e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50835029e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1769           	U              	(-9.16274374e-02 -9.72293791e-02 -4.09022245e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21292351e+00 2.56321019e-01 2.08121963e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1770           	p              	-4.78835817e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50433126e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1770           	U              	(-8.60789584e-02 -1.23850328e-01 -3.70632770e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21963916e+00 1.49802699e-01 1.44686715e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1771           	p              	-4.75638417e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49869833e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1771           	U              	(-1.73695389e-01 -1.03239892e-01 -1.76354666e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21510601e+00 1.47438792e-01 1.70656947e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1772           	p              	-4.70991387e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49069331e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1772           	U              	(-1.68251896e-01 -1.33908814e-01 -1.23414408e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21177840e+00 1.43291322e-01 1.95043649e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1773           	p              	-4.64674916e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48290021e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1773           	U              	(-1.90355844e-01 -1.62048136e-01 -1.23368731e-19)	(2.18345837e+00 8.59545214e-02 0.00000000e+00)	(1.21033475e+00 2.52767186e-01 2.29928942e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1774           	p              	-4.57405351e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47527268e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1774           	U              	(-2.15796694e-01 -2.02233189e-01 -1.58909134e-19)	(2.53567344e+00 9.98388978e-02 -3.57837597e-17)	(1.21161241e+00 2.50855341e-01 2.34794176e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1775           	p              	-4.57705443e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47287774e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1775           	U              	(-2.31419584e-01 -2.45570633e-01 -6.37933672e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21104622e+00 1.23418721e-01 2.40831753e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1776           	p              	-4.66034771e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47607578e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1776           	U              	(-2.30959812e-01 -2.82802868e-01 -5.98247991e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21594540e+00 2.46769400e-01 2.39195328e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1777           	p              	-4.72196406e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48546734e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1777           	U              	(-2.34482171e-01 -2.97946953e-01 -4.51911208e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21854373e+00 2.45015622e-01 2.38256569e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1778           	p              	-4.76489207e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49808726e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1778           	U              	(-2.39265239e-01 -2.42987342e-01 -5.80544868e-19)	(4.37084432e+00 3.51641427e-01 -3.24975836e-17)	(1.22352246e+00 1.04495503e-01 2.10316152e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1779           	p              	-4.79233116e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50622149e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1779           	U              	(-2.47059367e-01 -3.02956480e-01 -4.36519606e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.24265398e+00 1.41599672e-01 2.61963541e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1780           	p              	-4.80383436e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50930055e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1780           	U              	(-2.50230401e-01 -2.75884729e-01 -5.34517114e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.26236744e+00 1.17821454e-01 2.63015405e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1781           	p              	-4.80206584e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50723086e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1781           	U              	(-2.49662932e-01 -2.29855212e-01 -6.28243677e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.22718142e+00 2.42708976e-01 2.24359367e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1782           	p              	-4.78219750e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50363413e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1782           	U              	(-2.58928408e-01 -1.22533847e-01 -1.72387441e-19)	(3.09346251e+00 -1.17981676e-01 3.97282477e-17)	(1.22837565e+00 2.43291921e-01 2.20362207e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1783           	p              	-4.74701284e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49727181e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1783           	U              	(-2.61801174e-01 -1.05882499e-01 -1.20207370e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22905944e+00 2.44227162e-01 2.16477358e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1784           	p              	-4.69676914e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48881712e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1784           	U              	(-2.58832604e-01 -2.23130045e-02 -1.29819227e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22919275e+00 2.45446564e-01 2.12747767e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1785           	p              	-4.63101494e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48099964e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1785           	U              	(-1.93012720e-01 -3.06114125e-01 -7.96981334e-19)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.23358802e+00 1.70251532e-01 1.00222661e-19)	(1.01615410e+00 1.81488837e+00 -1.79807262e-17)
1786           	p              	-4.55647081e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47369774e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1786           	U              	(-2.54920555e-02 -4.39378206e-01 -7.90766835e-19)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.23220528e+00 2.48264566e-01 1.08164841e-19)	(3.27724258e-01 1.64666128e+00 2.51233415e-17)
1787           	p              	-4.59813138e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47289763e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1787           	U              	(-1.79805285e-01 -1.39175771e-01 -1.01955209e-18)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.22617873e+00 2.50078990e-01 2.03980534e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1788           	p              	-4.67603448e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47813794e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1788           	U              	(-1.01325922e-01 -3.15549104e-01 -1.00773460e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22417064e+00 2.51678376e-01 2.02184885e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1789           	p              	-4.73261462e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48905876e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1789           	U              	(-8.66196115e-02 -2.29563618e-01 -1.23599086e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22179382e+00 2.53183078e-01 2.01144883e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1790           	p              	-4.77278014e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50030890e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
