# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
478            	U              	(-1.91399803e-01 -1.66773844e-01 -1.36320061e-19)	(2.53567344e+00 -9.98388978e-02 3.65545506e-17)	(1.21025989e+00 2.52929426e-01 2.29447374e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
479            	p              	-4.58140610e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47586595e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
479            	U              	(-2.16398083e-01 -1.99132038e-01 -1.70108622e-19)	(2.53567344e+00 9.98388978e-02 -3.57837597e-17)	(1.21146887e+00 2.51040583e-01 2.34396112e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
480            	p              	-4.56794619e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47323195e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
480            	U              	(-2.31868484e-01 -2.40816093e-01 -6.37387405e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21085199e+00 1.24108576e-01 2.40444530e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
481            	p              	-4.65344458e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47558759e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
481            	U              	(-2.30870188e-01 -2.80175519e-01 -6.05155413e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21364289e+00 1.16805289e-01 2.39555358e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
482            	p              	-4.71714061e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48424711e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
482            	U              	(-2.34072717e-01 -2.97415051e-01 -4.70159561e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21830173e+00 2.45163050e-01 2.38430447e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
483            	p              	-4.76148326e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49711814e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
483            	U              	(-2.36983474e-01 -2.34436519e-01 -6.08304199e-19)	(4.37084432e+00 3.51641427e-01 -3.24975836e-17)	(1.22300693e+00 1.04906144e-01 2.12194307e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
484            	p              	-4.79035864e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50573130e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
484            	U              	(-2.24683830e-01 -2.13538793e-01 -6.34781023e-19)	(5.05062242e+00 8.10724339e-01 2.13488805e-17)	(1.24055038e+00 1.43542103e-01 2.61324076e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
485            	p              	-4.80327068e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50932291e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
485            	U              	(-2.50084009e-01 -2.79173920e-01 -5.25885407e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.26081546e+00 1.20282235e-01 2.63373549e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
486            	p              	-4.80267360e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50774931e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
486            	U              	(-2.49864339e-01 -2.34837644e-01 -6.18403461e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.22704766e+00 2.42674380e-01 2.24718980e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
487            	p              	-4.78480885e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50401215e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
487            	U              	(-2.57816431e-01 -1.29126948e-01 -1.82964403e-19)	(3.09346251e+00 -1.17981676e-01 3.97282477e-17)	(1.22828623e+00 2.43220923e-01 2.20758180e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
488            	p              	-4.75081556e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49803311e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
488            	U              	(-2.61534124e-01 -1.13185817e-01 -1.18864894e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22902146e+00 2.44123867e-01 2.16847765e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
489            	p              	-4.70213146e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48971938e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
489            	U              	(-2.59428525e-01 -3.05172917e-02 -1.29265022e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22920821e+00 2.45318435e-01 2.13101230e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
490            	p              	-4.63741427e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48191739e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
490            	U              	(-1.92549758e-01 -3.12136028e-01 -7.80134469e-19)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.23370809e+00 1.69957256e-01 1.00588944e-19)	(1.01615410e+00 1.81488837e+00 -1.79807262e-17)
491            	p              	-4.56408861e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47412223e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
491            	U              	(-2.81180199e-02 -4.33645873e-01 -8.38346194e-19)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.23232148e+00 2.48106066e-01 1.08199448e-19)	(3.27724258e-01 1.64666128e+00 2.51233415e-17)
492            	p              	-4.58986676e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47267424e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
492            	U              	(-2.38635786e-01 -5.34199607e-02 -2.39350592e-19)	(4.33814014e+00 -5.83938024e-01 3.28248113e-17)	(1.22634578e+00 2.49925332e-01 2.04175641e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
493            	p              	-4.66976130e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47730243e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
493            	U              	(-1.02628092e-01 -3.23024892e-01 -9.85402553e-19)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22437719e+00 2.51530002e-01 2.02328488e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
494            	p              	-4.72812568e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48781794e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
494            	U              	(-8.78053101e-02 -2.38470934e-01 -1.21323675e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22203021e+00 2.53046661e-01 2.01200815e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
495            	p              	-4.76965508e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49949513e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
495            	U              	(-8.11647789e-02 -1.38045716e-01 -1.47889698e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.21943776e+00 2.54389870e-01 2.01239546e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
496            	p              	-4.79561957e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50643531e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
496            	U              	(-5.07815359e-02 -2.28264880e-01 -1.19405467e-18)	(6.46184419e+00 -1.02964921e+00 -3.40350469e-17)	(1.21679245e+00 2.55451880e-01 2.02679345e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
497            	p              	-4.80484760e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50900983e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
497            	U              	(-9.48848178e-02 -7.75636881e-02 -4.15988128e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21431796e+00 2.56127305e-01 2.05551981e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
498            	p              	-4.80048545e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50697977e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
498            	U              	(-8.96313105e-02 -1.07658941e-01 -3.98137114e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.22299955e+00 1.50291360e-01 1.28176552e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
499            	p              	-4.77764949e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50361692e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
499            	U              	(-1.77122221e-01 -7.88056918e-02 -2.07667063e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21787064e+00 1.49147657e-01 1.54171426e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
500            	p              	-4.74059676e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49686014e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
500            	U              	(-1.71631645e-01 -1.15670873e-01 -1.57814515e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21373178e+00 1.46122585e-01 1.79817934e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
501            	p              	-4.68817975e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48817000e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
501            	U              	(-1.93789605e-01 -1.43693432e-01 -1.30025360e-19)	(2.18345837e+00 8.59545214e-02 0.00000000e+00)	(1.21090728e+00 1.41389195e-01 2.03136721e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
502            	p              	-4.62223484e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47929472e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
502            	U              	(-2.20429157e-01 -1.78326955e-01 -2.34854899e-19)	(2.53567344e+00 9.98388978e-02 -3.57837597e-17)	(1.21070601e+00 2.52104615e-01 2.31835481e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
503            	p              	-4.54580560e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47283385e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
503            	U              	(-2.21529849e-01 -2.19718953e-01 -1.45929295e-19)	(2.66190925e+00 1.04815135e-01 1.11009894e-17)	(1.20996599e+00 1.28151773e-01 2.36836282e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
504            	p              	-4.61003278e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47310464e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
504            	U              	(-2.30846509e-01 -2.61674654e-01 -6.33964319e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21192634e+00 1.20720675e-01 2.41357416e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
505            	p              	-4.68423789e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47984197e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
505            	U              	(-2.32057697e-01 -2.90845504e-01 -5.61057603e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21688189e+00 2.46089282e-01 2.39064029e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
506            	p              	-4.73822707e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49125085e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
506            	U              	(-2.36447938e-01 -2.98213688e-01 -3.67880723e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.22007579e+00 1.07610747e-01 2.21919463e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
507            	p              	-4.77658556e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50155510e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
507            	U              	(-2.47101042e-01 -2.73979460e-01 -4.77672278e-19)	(4.37084432e+00 3.51641427e-01 -3.24975836e-17)	(1.22753726e+00 1.53783722e-01 2.56634323e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
508            	p              	-4.79864640e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50744264e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
508            	U              	(-2.48922358e-01 -2.95087782e-01 -4.73335160e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.25052717e+00 1.33623904e-01 2.63647210e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
509            	p              	-4.80494689e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50881098e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
509            	U              	(-2.50394238e-01 -2.61129179e-01 -5.66848248e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.26789498e+00 1.07862531e-01 2.60376315e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
510            	p              	-4.79721046e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50589011e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
510            	U              	(-2.48217398e-01 -2.08818098e-01 -6.68967105e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.22766601e+00 2.42879475e-01 2.22934546e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
511            	p              	-4.77088668e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50186165e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
511            	U              	(-2.58130251e-01 -1.53681745e-01 -1.09894776e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22868499e+00 2.43594789e-01 2.18941990e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
512            	p              	-4.73080596e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49454753e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
512            	U              	(-2.61667460e-01 -7.62764793e-02 -1.24566408e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22917502e+00 2.44638423e-01 2.15151920e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
513            	p              	-4.67369770e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48642615e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
513            	U              	(-2.55666487e-01 1.00873115e-02 -1.31202387e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22910191e+00 2.45943366e-01 2.11388319e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
514            	p              	-4.60471207e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47824411e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
514            	U              	(-1.93449005e-01 -2.81111798e-01 -8.57459431e-19)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.23307615e+00 1.71378051e-01 9.88791762e-20)	(1.01615410e+00 1.81488837e+00 -1.79807262e-17)
515            	p              	-4.53804232e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47314728e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
515            	U              	(-2.30415485e-01 -9.21887300e-02 -1.08775818e-18)	(4.28740951e+00 -8.12811260e-01 1.06017766e-17)	(1.23171300e+00 2.48877243e-01 1.08006867e-19)	(3.27724258e-01 1.64666128e+00 2.51233415e-17)
516            	p              	-4.62894508e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47374664e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
516            	U              	(-1.75202146e-01 -1.02443740e-01 -1.04872738e-18)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.22549888e+00 1.75981234e-01 1.28609254e-19)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
517            	p              	-4.69945482e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48090074e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
517            	U              	(-1.35324154e-01 -7.89886924e-02 -8.81306208e-19)	(4.86867407e+00 -3.50992127e-01 -1.99869807e-17)	(1.22333756e+00 2.52244942e-01 2.01734301e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
518            	p              	-4.74863795e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49362505e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
518            	U              	(-8.29247770e-02 -1.94585482e-01 -1.32306316e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22086333e+00 2.53690673e-01 2.01060762e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
519            	p              	-4.78237523e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50379763e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
519            	U              	(-8.78387284e-02 -1.95858000e-01 -1.31466646e-18)	(6.14432555e+00 -1.03066096e+00 1.83849068e-17)	(1.21822053e+00 2.54919270e-01 2.01688052e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
520            	p              	-4.80042263e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50880552e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
520            	U              	(-9.71901874e-02 -5.91964302e-02 -4.12412347e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21562053e+00 2.55820543e-01 2.03750103e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
521            	p              	-4.80405377e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50864243e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
521            	U              	(-9.25854084e-02 -9.18160960e-02 -4.12348470e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21329277e+00 2.56292253e-01 2.07312411e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
522            	p              	-4.79233218e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50519629e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
522            	U              	(-8.70784096e-02 -1.19492258e-01 -3.79447770e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.22056012e+00 1.50039014e-01 1.39908913e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
523            	p              	-4.76281082e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50027377e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
523            	U              	(-1.74724339e-01 -9.65732211e-02 -1.85649231e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21584313e+00 1.48017734e-01 1.65960986e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
524            	p              	-4.71991110e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49210193e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
524            	U              	(-1.69174304e-01 -1.29092543e-01 -1.33555426e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21227262e+00 1.44178001e-01 1.90912061e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
525            	p              	-4.65906213e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48440518e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
525            	U              	(-1.93014704e-01 -1.62476910e-01 -1.45626199e-19)	(2.53567344e+00 -9.98388978e-02 3.65545506e-17)	(1.21017744e+00 2.53087289e-01 2.28951971e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
526            	p              	-4.58798580e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47640876e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
526            	U              	(-2.16968371e-01 -1.96032986e-01 -1.80673617e-19)	(2.53567344e+00 9.98388978e-02 -3.57837597e-17)	(1.21131847e+00 2.51223269e-01 2.33980600e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
527            	p              	-4.55939229e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47322902e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
527            	U              	(-2.32314588e-01 -2.36204557e-01 -6.36582784e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21066660e+00 1.24786110e-01 2.39948745e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
528            	p              	-4.64685831e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47483599e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
528            	U              	(-2.30766528e-01 -2.77587346e-01 -6.10681639e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21332559e+00 1.17452313e-01 2.39982408e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
529            	p              	-4.71229909e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48313780e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
529            	U              	(-2.33671738e-01 -2.96813373e-01 -4.86060917e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21805487e+00 2.45314267e-01 2.38566062e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
530            	p              	-4.75807966e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49606357e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
