# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
1.55000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.35572739e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.55000000e-01	U              	(-2.21611423e-02 -7.13605444e-02 1.19262584e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.30242153e-02 2.48896955e-02 1.55167053e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.55500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.35786411e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.55500000e-01	U              	(-2.21473424e-02 -7.13371415e-02 1.19281909e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.29864516e-02 2.49022117e-02 1.55126495e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.56000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.35999698e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.56000000e-01	U              	(-2.21335373e-02 -7.13137399e-02 1.19301218e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.29485769e-02 2.49146447e-02 1.55086001e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.56500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.36212587e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.56500000e-01	U              	(-2.21197222e-02 -7.12903362e-02 1.19320514e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.29106599e-02 2.49269789e-02 1.55045575e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.57000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.36425068e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.57000000e-01	U              	(-2.21058992e-02 -7.12669250e-02 1.19339803e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.28727106e-02 2.49392057e-02 1.55005222e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.57500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.36637126e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.57500000e-01	U              	(-2.20920636e-02 -7.12435020e-02 1.19359086e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.28347215e-02 2.49513240e-02 1.54964938e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.58000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.36848749e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.58000000e-01	U              	(-2.20782134e-02 -7.12200622e-02 1.19378366e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.27966891e-02 2.49633353e-02 1.54924724e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.58500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.37059921e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.58500000e-01	U              	(-2.20643474e-02 -7.11966008e-02 1.19397646e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.27586017e-02 2.49752349e-02 1.54884577e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.59000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.37270626e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.59000000e-01	U              	(-2.20504635e-02 -7.11731129e-02 1.19416930e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.27204502e-02 2.49870154e-02 1.54844495e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.59500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.37480847e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.59500000e-01	U              	(-2.20365593e-02 -7.11495943e-02 1.19436220e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.26822261e-02 2.49986719e-02 1.54804477e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.60000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.37690566e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.60000000e-01	U              	(-2.20226338e-02 -7.11260400e-02 1.19455518e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.26439157e-02 2.50101843e-02 1.54764523e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.60500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.37899762e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.60500000e-01	U              	(-2.20086857e-02 -7.11024458e-02 1.19474826e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.26055095e-02 2.50215353e-02 1.54724630e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.61000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.38108415e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.61000000e-01	U              	(-2.19947122e-02 -7.10788069e-02 1.19494147e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.25670089e-02 2.50327513e-02 1.54684797e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.61500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.38316502e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.61500000e-01	U              	(-2.19807078e-02 -7.10551176e-02 1.19513484e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.25283966e-02 2.50438257e-02 1.54645017e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.62000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.38524001e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.62000000e-01	U              	(-2.19666712e-02 -7.10313728e-02 1.19532839e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.24896621e-02 2.50547532e-02 1.54605294e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.62500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.38730886e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.62500000e-01	U              	(-2.19525853e-02 -7.10075686e-02 1.19552215e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.24507960e-02 2.50655241e-02 1.54565631e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.63000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.38937133e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.63000000e-01	U              	(-2.19384271e-02 -7.09837184e-02 1.19571614e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.24117701e-02 2.50761325e-02 1.54526028e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.63500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.39142715e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.63500000e-01	U              	(-2.19242709e-02 -7.09598550e-02 1.19591038e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.23724825e-02 2.50866153e-02 1.54486484e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.64000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.39347605e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.64000000e-01	U              	(-2.19100544e-02 -7.09358912e-02 1.19610473e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.23330055e-02 2.50969356e-02 1.54446984e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.64500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.39551774e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.64500000e-01	U              	(-2.18958110e-02 -7.09118526e-02 1.19629936e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.22933453e-02 2.51070948e-02 1.54407546e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.65000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.39755191e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.65000000e-01	U              	(-2.18815299e-02 -7.08877330e-02 1.19649427e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.22534674e-02 2.51171018e-02 1.54368166e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.65500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.39957830e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.65500000e-01	U              	(-2.18672102e-02 -7.08635335e-02 1.19668949e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.22133965e-02 2.51269347e-02 1.54328840e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.66000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.40159656e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.66000000e-01	U              	(-2.18528489e-02 -7.08392523e-02 1.19688502e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.21731454e-02 2.51365878e-02 1.54289577e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.66500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.40360641e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.66500000e-01	U              	(-2.18384497e-02 -7.08148893e-02 1.19708085e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.21327171e-02 2.51460584e-02 1.54250380e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.67000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.40560751e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.67000000e-01	U              	(-2.18240100e-02 -7.07904449e-02 1.19727698e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.20921143e-02 2.51553441e-02 1.54211247e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.67500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.40759956e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.67500000e-01	U              	(-2.18095313e-02 -7.07659202e-02 1.19747339e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.20513394e-02 2.51644427e-02 1.54172180e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.68000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.40958222e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.68000000e-01	U              	(-2.17950144e-02 -7.07413167e-02 1.19767007e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.20103962e-02 2.51733516e-02 1.54133180e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.68500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.41155519e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.68500000e-01	U              	(-2.17804608e-02 -7.07166368e-02 1.19786700e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.19692888e-02 2.51820693e-02 1.54094248e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.69000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.41351812e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.69000000e-01	U              	(-2.17658719e-02 -7.06918835e-02 1.19806415e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.19280219e-02 2.51905930e-02 1.54055387e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.69500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.41547072e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.69500000e-01	U              	(-2.17512490e-02 -7.06670601e-02 1.19826150e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.18866026e-02 2.51989240e-02 1.54016599e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.70000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.41741266e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.70000000e-01	U              	(-2.17365944e-02 -7.06421699e-02 1.19845901e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.18450385e-02 2.52070645e-02 1.53977886e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.70500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.41934364e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.70500000e-01	U              	(-2.17219111e-02 -7.06172179e-02 1.19865665e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.18033383e-02 2.52150155e-02 1.53939253e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.71000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.42126334e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.71000000e-01	U              	(-2.17072024e-02 -7.05922083e-02 1.19885438e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.17615067e-02 2.52227770e-02 1.53900703e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.71500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.42317149e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.71500000e-01	U              	(-2.16924742e-02 -7.05671472e-02 1.19905216e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.17195599e-02 2.52303434e-02 1.53862242e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.72000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.42506782e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.72000000e-01	U              	(-2.16777211e-02 -7.05420345e-02 1.19924994e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.16775093e-02 2.52376910e-02 1.53823872e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.72500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.42695199e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.72500000e-01	U              	(-2.16629671e-02 -7.05168828e-02 1.19944756e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.16353508e-02 2.52448669e-02 1.53785595e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.73000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.42882379e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.73000000e-01	U              	(-2.16482142e-02 -7.04917168e-02 1.19964510e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.15931202e-02 2.52518776e-02 1.53747417e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.73500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.43068295e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.73500000e-01	U              	(-2.16334652e-02 -7.04665298e-02 1.19984247e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.15508326e-02 2.52587169e-02 1.53709344e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.74000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.43252924e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.74000000e-01	U              	(-2.16187122e-02 -7.04413286e-02 1.20003963e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.15084838e-02 2.52653884e-02 1.53671379e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.74500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.43436243e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.74500000e-01	U              	(-2.16039582e-02 -7.04161301e-02 1.20023652e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.14660586e-02 2.52718646e-02 1.53633530e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.75000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.43618234e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.75000000e-01	U              	(-2.15892183e-02 -7.03909292e-02 1.20043311e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.14236556e-02 2.52781929e-02 1.53595810e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.75500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.43798877e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.75500000e-01	U              	(-2.15744839e-02 -7.03657393e-02 1.20062930e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.13812651e-02 2.52843866e-02 1.53558211e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.76000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.43978154e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.76000000e-01	U              	(-2.15597724e-02 -7.03405806e-02 1.20082505e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.13388992e-02 2.52904420e-02 1.53520738e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.76500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.44156052e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.76500000e-01	U              	(-2.15450866e-02 -7.03154591e-02 1.20102026e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.12965827e-02 2.52963617e-02 1.53483400e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.77000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.44332556e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.77000000e-01	U              	(-2.15304324e-02 -7.02903876e-02 1.20121486e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.12543362e-02 2.53021488e-02 1.53446206e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.77500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.44507655e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.77500000e-01	U              	(-2.15158138e-02 -7.02653745e-02 1.20140878e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.12121786e-02 2.53078103e-02 1.53409161e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.78000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.44681340e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.78000000e-01	U              	(-2.15012350e-02 -7.02404290e-02 1.20160195e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.11701295e-02 2.53133525e-02 1.53372271e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.78500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.44853604e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.78500000e-01	U              	(-2.14867009e-02 -7.02155611e-02 1.20179431e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.11282082e-02 2.53187822e-02 1.53335541e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.79000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.45024441e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.79000000e-01	U              	(-2.14722171e-02 -7.01907817e-02 1.20198582e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.10864343e-02 2.53241058e-02 1.53298976e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.79500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.45193846e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.79500000e-01	U              	(-2.14577893e-02 -7.01661006e-02 1.20217642e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.10448268e-02 2.53293300e-02 1.53262583e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.80000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.45361819e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.80000000e-01	U              	(-2.14434231e-02 -7.01415273e-02 1.20236605e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.10034024e-02 2.53344547e-02 1.53226365e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.80500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.45528360e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.80500000e-01	U              	(-2.14291355e-02 -7.01170562e-02 1.20255466e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.09621785e-02 2.53394306e-02 1.53190328e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.81000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.45693470e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.81000000e-01	U              	(-2.14149192e-02 -7.00927360e-02 1.20274223e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.09211755e-02 2.53443469e-02 1.53154476e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.81500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.45857152e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.81500000e-01	U              	(-2.14007808e-02 -7.00685454e-02 1.20292866e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.08804116e-02 2.53491897e-02 1.53118808e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.82000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.46019414e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.82000000e-01	U              	(-2.13867124e-02 -7.00445048e-02 1.20311390e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.08398967e-02 2.53539684e-02 1.53083333e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.82500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.46180260e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.82500000e-01	U              	(-2.13727304e-02 -7.00206153e-02 1.20329790e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.07996475e-02 2.53586914e-02 1.53048056e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.83000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.46339700e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.83000000e-01	U              	(-2.13588342e-02 -6.99968876e-02 1.20348063e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.07596766e-02 2.53633625e-02 1.53012984e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.83500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.46497744e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.83500000e-01	U              	(-2.13450306e-02 -6.99733253e-02 1.20366205e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.07199977e-02 2.53679861e-02 1.52978119e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.84000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.46654403e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.84000000e-01	U              	(-2.13313217e-02 -6.99499346e-02 1.20384212e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.06806260e-02 2.53725662e-02 1.52943464e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.84500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.46809691e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.84500000e-01	U              	(-2.13177129e-02 -6.99267203e-02 1.20402081e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.06416031e-02 2.53771064e-02 1.52909024e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.85000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.46963619e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.85000000e-01	U              	(-2.13042081e-02 -6.99036878e-02 1.20419811e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.06029356e-02 2.53816111e-02 1.52874803e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.85500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.47116205e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.85500000e-01	U              	(-2.12907993e-02 -6.98808517e-02 1.20437400e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.05645903e-02 2.53860834e-02 1.52840797e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.86000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.47267463e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
