# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
1.23500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.88866405e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.23500000e-01	U              	(-7.40032783e-03 -7.12187248e-02 1.33804247e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59101748e-02 3.66699975e-02 1.46212475e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.24000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.88647696e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.24000000e-01	U              	(-7.40026893e-03 -7.12185353e-02 1.33804177e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59096636e-02 3.66695811e-02 1.46211982e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.24500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.88419458e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.24500000e-01	U              	(-7.40021725e-03 -7.12183488e-02 1.33804085e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59092041e-02 3.66692071e-02 1.46211502e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.25000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.88183837e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.25000000e-01	U              	(-7.40017287e-03 -7.12181665e-02 1.33803975e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59087976e-02 3.66688765e-02 1.46211038e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.25500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.87942947e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.25500000e-01	U              	(-7.40013581e-03 -7.12179895e-02 1.33803848e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59084448e-02 3.66685897e-02 1.46210592e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.26000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.87698855e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.26000000e-01	U              	(-7.40010603e-03 -7.12178189e-02 1.33803705e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59081462e-02 3.66683473e-02 1.46210168e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.26500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.87453567e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.26500000e-01	U              	(-7.40008345e-03 -7.12176557e-02 1.33803547e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59079016e-02 3.66681491e-02 1.46209767e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.27000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.87209022e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.27000000e-01	U              	(-7.40006796e-03 -7.12175008e-02 1.33803377e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59077108e-02 3.66679948e-02 1.46209392e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.27500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86967074e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.27500000e-01	U              	(-7.40005939e-03 -7.12173548e-02 1.33803197e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59075729e-02 3.66678837e-02 1.46209043e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.28000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86729488e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.28000000e-01	U              	(-7.40005752e-03 -7.12172186e-02 1.33803007e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59074868e-02 3.66678150e-02 1.46208723e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.28500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86497928e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.28500000e-01	U              	(-7.40006210e-03 -7.12170926e-02 1.33802810e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59074511e-02 3.66677875e-02 1.46208432e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.29000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86273949e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.29000000e-01	U              	(-7.40007284e-03 -7.12169775e-02 1.33802607e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59074641e-02 3.66677997e-02 1.46208172e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.29500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86058985e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.29500000e-01	U              	(-7.40008943e-03 -7.12168735e-02 1.33802400e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59075238e-02 3.66678500e-02 1.46207944e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.30000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85854348e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.30000000e-01	U              	(-7.40011150e-03 -7.12167812e-02 1.33802191e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59076278e-02 3.66679365e-02 1.46207747e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.30500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85661215e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.30500000e-01	U              	(-7.40013868e-03 -7.12167007e-02 1.33801981e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59077736e-02 3.66680571e-02 1.46207582e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.31000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85480630e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.31000000e-01	U              	(-7.40017054e-03 -7.12166322e-02 1.33801773e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59079585e-02 3.66682095e-02 1.46207450e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.31500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85313492e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.31500000e-01	U              	(-7.40020666e-03 -7.12165758e-02 1.33801568e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59081794e-02 3.66683913e-02 1.46207349e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.32000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85160561e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.32000000e-01	U              	(-7.40024658e-03 -7.12165315e-02 1.33801367e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59084333e-02 3.66685999e-02 1.46207281e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.32500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85022451e+01	(1.43951181e-04 1.45036143e-03 1.50000000e-03)
1.32500000e-01	U              	(-7.40028984e-03 -7.12164992e-02 1.33801173e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59087168e-02 3.66688327e-02 1.46207243e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.33000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.84899632e+01	(1.43951181e-04 1.45036143e-03 1.50000000e-03)
1.33000000e-01	U              	(-7.40033596e-03 -7.12164787e-02 1.33800985e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59090265e-02 3.66690867e-02 1.46207236e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.33500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.84792431e+01	(1.43951181e-04 1.45036143e-03 1.50000000e-03)
1.33500000e-01	U              	(-7.40038446e-03 -7.12164698e-02 1.33800807e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59093588e-02 3.66693592e-02 1.46207258e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.34000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.84701039e+01	(1.43951181e-04 1.45036143e-03 1.50000000e-03)
1.34000000e-01	U              	(-7.40043485e-03 -7.12164721e-02 1.33800638e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59097103e-02 3.66696471e-02 1.46207308e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.34500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.84625508e+01	(1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.34500000e-01	U              	(-7.40048664e-03 -7.12164850e-02 1.33800480e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59100774e-02 3.66699477e-02 1.46207384e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.35000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.84565763e+01	(1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.35000000e-01	U              	(-7.40053938e-03 -7.12165082e-02 1.33800334e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59104565e-02 3.66702580e-02 1.46207485e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.35500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.84521606e+01	(1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.35500000e-01	U              	(-7.40059259e-03 -7.12165409e-02 1.33800199e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59108441e-02 3.66705750e-02 1.46207609e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.36000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.84492724e+01	(1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.36000000e-01	U              	(-7.40064584e-03 -7.12165826e-02 1.33800078e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59112367e-02 3.66708961e-02 1.46207754e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.36500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.84478694e+01	(1.45036143e-03 1.43951181e-04 1.50000000e-03)
1.36500000e-01	U              	(-7.40069871e-03 -7.12166325e-02 1.33799970e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59116310e-02 3.66712185e-02 1.46207918e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.37000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.84478999e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.37000000e-01	U              	(-7.40075094e-03 -7.12166899e-02 1.33799875e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59120239e-02 3.66715396e-02 1.46208099e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.37500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.84493027e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.37500000e-01	U              	(-7.40080157e-03 -7.12167540e-02 1.33799794e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59124123e-02 3.66718568e-02 1.46208295e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.38000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.84520088e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.38000000e-01	U              	(-7.40085070e-03 -7.12168240e-02 1.33799727e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59127933e-02 3.66721681e-02 1.46208503e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.38500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.84559421e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.38500000e-01	U              	(-7.40089850e-03 -7.12168988e-02 1.33799673e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59131642e-02 3.66724709e-02 1.46208721e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.39000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.84610203e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.39000000e-01	U              	(-7.40094399e-03 -7.12169779e-02 1.33799632e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59135226e-02 3.66727635e-02 1.46208948e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.39500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.84671556e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.39500000e-01	U              	(-7.40098702e-03 -7.12170604e-02 1.33799604e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59138662e-02 3.66730439e-02 1.46209180e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.40000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.84742561e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.40000000e-01	U              	(-7.40102742e-03 -7.12171455e-02 1.33799589e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59141930e-02 3.66733105e-02 1.46209416e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.40500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.84822264e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.40500000e-01	U              	(-7.40106500e-03 -7.12172324e-02 1.33799586e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59145012e-02 3.66735618e-02 1.46209654e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.41000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.84909685e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.41000000e-01	U              	(-7.40109958e-03 -7.12173204e-02 1.33799595e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59147892e-02 3.66737966e-02 1.46209892e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.41500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85003824e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.41500000e-01	U              	(-7.40113104e-03 -7.12174087e-02 1.33799615e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59150556e-02 3.66740136e-02 1.46210128e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.42000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85103675e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.42000000e-01	U              	(-7.40115927e-03 -7.12174966e-02 1.33799646e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59152992e-02 3.66742121e-02 1.46210360e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.42500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85208226e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.42500000e-01	U              	(-7.40118417e-03 -7.12175835e-02 1.33799686e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59155193e-02 3.66743912e-02 1.46210587e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.43000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85316475e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.43000000e-01	U              	(-7.40120570e-03 -7.12176688e-02 1.33799736e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59157150e-02 3.66745504e-02 1.46210807e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.43500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85427430e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.43500000e-01	U              	(-7.40122383e-03 -7.12177518e-02 1.33799794e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59158859e-02 3.66746893e-02 1.46211019e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.44000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85540118e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.44000000e-01	U              	(-7.40123857e-03 -7.12178321e-02 1.33799860e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59160317e-02 3.66748077e-02 1.46211221e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.44500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85653593e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.44500000e-01	U              	(-7.40124993e-03 -7.12179092e-02 1.33799932e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59161523e-02 3.66749055e-02 1.46211413e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.45000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85766942e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.45000000e-01	U              	(-7.40125798e-03 -7.12179826e-02 1.33800011e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59162478e-02 3.66749827e-02 1.46211594e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.45500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85879288e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.45500000e-01	U              	(-7.40126278e-03 -7.12180519e-02 1.33800095e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59163186e-02 3.66750398e-02 1.46211762e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.46000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85989797e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.46000000e-01	U              	(-7.40126442e-03 -7.12181167e-02 1.33800183e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59163650e-02 3.66750769e-02 1.46211917e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.46500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86097685e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.46500000e-01	U              	(-7.40126303e-03 -7.12181768e-02 1.33800275e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59163878e-02 3.66750948e-02 1.46212058e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.47000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86202218e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.47000000e-01	U              	(-7.40125874e-03 -7.12182319e-02 1.33800369e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59163876e-02 3.66750939e-02 1.46212185e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.47500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86302719e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.47500000e-01	U              	(-7.40125169e-03 -7.12182817e-02 1.33800466e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59163655e-02 3.66750751e-02 1.46212297e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.48000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86398568e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.48000000e-01	U              	(-7.40124206e-03 -7.12183261e-02 1.33800563e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59163225e-02 3.66750392e-02 1.46212394e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.48500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86489211e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.48500000e-01	U              	(-7.40123002e-03 -7.12183650e-02 1.33800661e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59162597e-02 3.66749873e-02 1.46212476e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.49000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86574154e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.49000000e-01	U              	(-7.40121577e-03 -7.12183981e-02 1.33800758e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59161786e-02 3.66749203e-02 1.46212542e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.49500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86652969e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.49500000e-01	U              	(-7.40119951e-03 -7.12184257e-02 1.33800853e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59160804e-02 3.66748395e-02 1.46212594e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.50000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86725297e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.50000000e-01	U              	(-7.40118146e-03 -7.12184475e-02 1.33800947e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59159667e-02 3.66747461e-02 1.46212630e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.50500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86790841e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.50500000e-01	U              	(-7.40116182e-03 -7.12184638e-02 1.33801038e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59158390e-02 3.66746412e-02 1.46212652e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.51000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86849372e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.51000000e-01	U              	(-7.40114082e-03 -7.12184745e-02 1.33801125e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59156988e-02 3.66745262e-02 1.46212660e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.51500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86900727e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.51500000e-01	U              	(-7.40111868e-03 -7.12184798e-02 1.33801209e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59155478e-02 3.66744024e-02 1.46212654e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.52000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86944804e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.52000000e-01	U              	(-7.40109562e-03 -7.12184800e-02 1.33801288e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59153876e-02 3.66742712e-02 1.46212635e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.52500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86981565e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.52500000e-01	U              	(-7.40107187e-03 -7.12184752e-02 1.33801362e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59152199e-02 3.66741338e-02 1.46212604e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.53000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.87011029e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.53000000e-01	U              	(-7.40104764e-03 -7.12184657e-02 1.33801431e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59150463e-02 3.66739917e-02 1.46212561e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.53500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.87033273e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.53500000e-01	U              	(-7.40102313e-03 -7.12184517e-02 1.33801495e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59148684e-02 3.66738462e-02 1.46212508e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.54000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.87048426e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.54000000e-01	U              	(-7.40099856e-03 -7.12184335e-02 1.33801553e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59146878e-02 3.66736984e-02 1.46212444e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.54500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.87056668e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
