# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
0.05           	p              	-3.75998068e+01	(1.30675477e+01 -1.93303998e+01 1.31458292e-17)	5.02749531e+01	(8.50121714e+00 1.93303998e+01 -3.37940727e-17)
15.75          	p              	-7.40137238e-01	(2.33015639e+00 -6.57447678e-01 2.76334051e-17)	5.45894952e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
15.75          	U              	(-6.09528919e-02 -3.17492690e-01 -2.80760768e-19)	(1.17685237e+00 4.62739455e-02 -3.22329753e-17)	(1.20193133e+00 1.99506889e-01 7.14639592e-20)	(6.14253695e-01 1.66485475e+00 0.00000000e+00)
15.8           	p              	-7.44438152e-01	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	5.45802946e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
15.8           	U              	(-5.96739176e-02 -3.24291846e-01 -2.79823868e-19)	(1.17685237e+00 4.62739455e-02 -3.22329753e-17)	(1.20244507e+00 2.04051643e-01 9.35538764e-20)	(2.93032784e+00 -2.03545686e+00 -2.43634988e-17)
15.85          	p              	-7.48211078e-01	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	5.45883215e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
15.85          	U              	(-5.83860577e-02 -3.30926610e-01 -2.78645318e-19)	(1.17685237e+00 4.62739455e-02 -3.22329753e-17)	(1.20506319e+00 2.06300997e-01 9.33050582e-20)	(2.93032784e+00 -2.03545686e+00 -2.43634988e-17)
15.9           	p              	-7.52216113e-01	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	5.45810397e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
15.9           	U              	(-5.70949006e-02 -3.37383708e-01 -2.77106696e-19)	(1.17685237e+00 4.62739455e-02 -3.22329753e-17)	(1.19907459e+00 2.34682227e-01 1.13652777e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
15.95          	p              	-7.56392585e-01	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	5.45627863e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
15.95          	U              	(-5.58029299e-02 -3.43671846e-01 -2.75736849e-19)	(1.17685237e+00 4.62739455e-02 -3.22329753e-17)	(1.19853205e+00 2.34013299e-01 1.14393937e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
16             	p              	-7.60280673e-01	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	5.45530577e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
16             	U              	(-5.45099869e-02 -3.49787682e-01 -2.74149125e-19)	(1.17685237e+00 4.62739455e-02 -3.22329753e-17)	(1.19804133e+00 2.33314145e-01 1.15150584e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
16.05          	p              	-7.63991073e-01	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	5.45505053e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
16.05          	U              	(-5.32169744e-02 -3.55724398e-01 -2.72351104e-19)	(1.17685237e+00 4.62739455e-02 -3.22329753e-17)	(1.19760372e+00 2.32585910e-01 1.15923316e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
16.1           	p              	-7.67385375e-01	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	5.45448645e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
16.1           	U              	(-5.19243069e-02 -3.61468600e-01 -2.70241347e-19)	(1.17685237e+00 4.62739455e-02 -3.22329753e-17)	(1.19722019e+00 2.31827713e-01 1.16753558e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
16.15          	p              	-7.70611660e-01	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	5.45421173e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
16.15          	U              	(-5.06352575e-02 -3.67021569e-01 -2.68123466e-19)	(1.17685237e+00 4.62739455e-02 -3.22329753e-17)	(1.19892154e+00 2.86012228e-01 1.43050772e-19)	(3.08194895e+00 -1.85729402e+00 0.00000000e+00)
16.2           	p              	-7.73704743e-01	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	5.45156608e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
16.2           	U              	(-4.93597507e-02 -3.72373929e-01 -2.65625719e-19)	(1.17685237e+00 4.62739455e-02 -3.22329753e-17)	(1.20284431e+00 2.88362862e-01 1.41546759e-19)	(3.08194895e+00 -1.85729402e+00 0.00000000e+00)
16.25          	p              	-7.77078808e-01	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	5.44972231e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
16.25          	U              	(-4.80833581e-02 -3.77536909e-01 -2.63487487e-19)	(1.17685237e+00 4.62739455e-02 -3.22329753e-17)	(1.20681974e+00 2.90607816e-01 1.40078270e-19)	(3.08194895e+00 -1.85729402e+00 0.00000000e+00)
16.3           	p              	-7.80691317e-01	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	5.44723030e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
16.3           	U              	(-4.68033783e-02 -3.82512156e-01 -2.61248456e-19)	(1.17685237e+00 4.62739455e-02 -3.22329753e-17)	(1.21084197e+00 2.92740908e-01 1.38658601e-19)	(3.08194895e+00 -1.85729402e+00 0.00000000e+00)
16.35          	p              	-7.81991772e-01	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	5.44868135e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
16.35          	U              	(-1.25859468e-01 -3.89012504e-01 -4.92815707e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21492979e+00 2.94763748e-01 1.36695586e-19)	(3.08194895e+00 -1.85729402e+00 0.00000000e+00)
16.4           	p              	-7.84189672e-01	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	5.44829434e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
16.4           	U              	(-1.23413928e-01 -3.96972570e-01 -4.91908851e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21907103e+00 2.96674145e-01 1.35065800e-19)	(3.08194895e+00 -1.85729402e+00 0.00000000e+00)
16.45          	p              	-7.87311786e-01	(2.56986262e+00 -7.25099368e-01 4.50189687e-17)	5.44394878e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
16.45          	U              	(-1.21018135e-01 -4.04779646e-01 -4.91252646e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.15032051e+00 3.69791302e-01 4.24348819e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
16.5           	p              	-7.90367170e-01	(2.56986262e+00 -7.25099368e-01 4.50189687e-17)	5.44224756e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
16.5           	U              	(-1.18666785e-01 -4.12433892e-01 -4.90622863e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.03469278e+00 4.42229606e-01 2.64035791e-19)	(-5.92566600e-01 1.28544556e+00 0.00000000e+00)
16.55          	p              	-7.93667705e-01	(2.56986262e+00 -7.25099368e-01 4.50189687e-17)	5.43907018e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
16.55          	U              	(-1.16360505e-01 -4.19929555e-01 -4.89679844e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.03476351e+00 4.41969512e-01 2.64429055e-19)	(-5.92566600e-01 1.28544556e+00 0.00000000e+00)
16.6           	p              	-7.95281726e-01	(2.56986262e+00 -7.25099368e-01 4.50189687e-17)	5.43953931e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
16.6           	U              	(-1.14117722e-01 -4.27256441e-01 -4.87649011e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.03487912e+00 4.41723274e-01 2.64835580e-19)	(-5.92566600e-01 1.28544556e+00 0.00000000e+00)
16.65          	p              	-7.97928000e-01	(2.61744124e+00 -5.21080866e-01 2.29091043e-17)	5.43705099e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
16.65          	U              	(-1.11932919e-01 -4.34408475e-01 -4.86052698e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.27243318e+00 1.58727096e-01 2.21812457e-19)	(2.32855075e+00 -1.55532929e+00 3.10011359e-17)
16.7           	p              	-8.01027146e-01	(2.61744124e+00 -5.21080866e-01 2.29091043e-17)	5.43613996e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
16.7           	U              	(-1.09802588e-01 -4.41385771e-01 -4.84452098e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.30675101e+00 1.19258384e-01 1.81636070e-19)	(2.42318425e+00 -2.21697717e+00 0.00000000e+00)
16.75          	p              	-8.04418758e-01	(2.61744124e+00 -5.21080866e-01 2.29091043e-17)	5.43332573e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
16.75          	U              	(-1.07718354e-01 -4.48192945e-01 -4.83128788e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.29710125e+00 1.20442710e-01 1.78248103e-19)	(3.15562342e+00 2.03528958e+00 0.00000000e+00)
16.8           	p              	-8.06994314e-01	(2.61744124e+00 -5.21080866e-01 2.29091043e-17)	5.43090291e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
16.8           	U              	(-1.05703511e-01 -4.54812380e-01 -4.80198542e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.29013269e+00 1.24596799e-01 1.75499691e-19)	(3.15562342e+00 2.03528958e+00 0.00000000e+00)
16.85          	p              	-8.09101634e-01	(2.61744124e+00 -5.21080866e-01 2.29091043e-17)	5.42938782e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
16.85          	U              	(-1.03757528e-01 -4.61224522e-01 -4.77393415e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.28302525e+00 1.28635707e-01 1.72530538e-19)	(3.15562342e+00 2.03528958e+00 0.00000000e+00)
16.9           	p              	-8.11547163e-01	(2.61744124e+00 -5.21080866e-01 2.29091043e-17)	5.42652724e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
16.9           	U              	(-1.01877452e-01 -4.67440380e-01 -4.74804632e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.27977154e+00 1.44787882e-01 1.89400633e-19)	(2.32855075e+00 -1.55532929e+00 3.10011359e-17)
16.95          	p              	-8.14379802e-01	(2.61744124e+00 -5.21080866e-01 2.29091043e-17)	5.42331361e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
16.95          	U              	(-1.00051535e-01 -4.73462860e-01 -4.72617333e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.03698773e+00 4.40432479e-01 2.68844885e-19)	(-5.92566600e-01 1.28544556e+00 0.00000000e+00)
17             	p              	-8.16780963e-01	(2.74631812e+00 -5.46750120e-01 0.00000000e+00)	5.42116710e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
17             	U              	(-9.82977454e-02 -4.79274705e-01 -4.69026738e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.03747755e+00 4.40312574e-01 2.69583124e-19)	(-5.92566600e-01 1.28544556e+00 0.00000000e+00)
17.05          	p              	-8.19318427e-01	(2.74631812e+00 -5.46750120e-01 0.00000000e+00)	5.41633293e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
17.05          	U              	(-9.66149170e-02 -4.84865524e-01 -4.65615437e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.03801791e+00 4.40210970e-01 2.70359446e-19)	(-5.92566600e-01 1.28544556e+00 0.00000000e+00)
17.1           	p              	-8.21680145e-01	(2.74631812e+00 -5.46750120e-01 0.00000000e+00)	5.41530477e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
17.1           	U              	(-9.49982829e-02 -4.90237777e-01 -4.62368048e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.03860629e+00 4.40127786e-01 2.71156545e-19)	(-5.92566600e-01 1.28544556e+00 0.00000000e+00)
17.15          	p              	-8.23593692e-01	(2.74631812e+00 -5.46750120e-01 0.00000000e+00)	5.41227385e-01	(-1.02709283e+00 1.21582604e-01 0.00000000e+00)
17.15          	U              	(-9.34509507e-02 -4.95392540e-01 -4.58764490e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.03924129e+00 4.40062506e-01 2.72001992e-19)	(-5.92566600e-01 1.28544556e+00 0.00000000e+00)
17.2           	p              	-8.25913891e-01	(2.74631812e+00 -5.46750120e-01 0.00000000e+00)	5.40869517e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
17.2           	U              	(-9.19795700e-02 -5.00319026e-01 -4.54655732e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.03992585e+00 4.40015984e-01 2.72900674e-19)	(-5.92566600e-01 1.28544556e+00 0.00000000e+00)
17.25          	p              	-8.27257794e-01	(2.74631812e+00 -5.46750120e-01 0.00000000e+00)	5.40956422e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
17.25          	U              	(-9.05850636e-02 -5.05008358e-01 -4.50422150e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.04065876e+00 4.39988400e-01 2.73824920e-19)	(-5.92566600e-01 1.28544556e+00 0.00000000e+00)
17.3           	p              	-8.28379492e-01	(2.74631812e+00 -5.46750120e-01 0.00000000e+00)	5.41042991e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
17.3           	U              	(-8.92651587e-02 -5.09463311e-01 -4.46271216e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.26491950e+00 3.88694547e-01 1.76291002e-19)	(3.21892014e+00 -1.66729030e+00 -1.35347354e-17)
17.35          	p              	-8.29700141e-01	(2.74631812e+00 -5.46750120e-01 0.00000000e+00)	5.40900265e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
17.35          	U              	(-8.80184740e-02 -5.13660382e-01 -4.41740559e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.27040071e+00 3.88370695e-01 1.73959584e-19)	(3.21892014e+00 -1.66729030e+00 -1.35347354e-17)
17.4           	p              	-8.31407386e-01	(2.74631812e+00 -5.46750120e-01 0.00000000e+00)	5.40558133e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
17.4           	U              	(-8.68486851e-02 -5.17597365e-01 -4.36936395e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.27584545e+00 3.87883876e-01 1.71407957e-19)	(3.21892014e+00 -1.66729030e+00 -1.35347354e-17)
17.45          	p              	-8.32215774e-01	(2.74631812e+00 -5.46750120e-01 0.00000000e+00)	5.40302281e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
17.45          	U              	(-8.57661243e-02 -5.21283670e-01 -4.31695655e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.28125075e+00 3.87220766e-01 1.68776760e-19)	(3.21892014e+00 -1.66729030e+00 -1.35347354e-17)
17.5           	p              	-8.32511116e-01	(2.74631812e+00 -5.46750120e-01 0.00000000e+00)	5.40439591e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
17.5           	U              	(-8.47689215e-02 -5.24716115e-01 -4.26522274e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.28661519e+00 3.86379048e-01 1.66002485e-19)	(3.21892014e+00 -1.66729030e+00 -1.35347354e-17)
17.55          	p              	-8.33222032e-01	(2.74631812e+00 -5.46750120e-01 0.00000000e+00)	5.40370941e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
17.55          	U              	(-8.38542612e-02 -5.27886522e-01 -4.21255884e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.24838714e+00 3.15097677e-01 1.65003725e-19)	(2.92017375e+00 -1.46806861e+00 0.00000000e+00)
17.6           	p              	-8.34732800e-01	(2.87998357e+00 -5.73373143e-01 0.00000000e+00)	5.40116816e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
17.6           	U              	(-8.30232668e-02 -5.30794067e-01 -4.15786501e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.25025727e+00 3.10707522e-01 1.64009822e-19)	(2.92017375e+00 -1.46806861e+00 0.00000000e+00)
17.65          	p              	-8.35586207e-01	(2.87998357e+00 -5.73373143e-01 0.00000000e+00)	5.39891136e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
17.65          	U              	(-8.22847926e-02 -5.33423748e-01 -4.09606945e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.25190174e+00 3.06121636e-01 1.62894082e-19)	(2.92017375e+00 -1.46806861e+00 0.00000000e+00)
17.7           	p              	-8.36733568e-01	(2.87998357e+00 -5.73373143e-01 0.00000000e+00)	5.39768027e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
17.7           	U              	(-2.51401006e-01 -4.29383403e-01 -1.88799176e-19)	(1.66645754e+00 1.97416220e-01 0.00000000e+00)	(1.25331505e+00 3.01342628e-01 1.61747613e-19)	(2.92017375e+00 -1.46806861e+00 0.00000000e+00)
17.75          	p              	-8.36814199e-01	(2.87998357e+00 -5.73373143e-01 0.00000000e+00)	5.39773715e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
17.75          	U              	(-2.50051745e-01 -4.34892506e-01 -1.86241691e-19)	(1.66645754e+00 1.97416220e-01 0.00000000e+00)	(1.25449708e+00 2.96366876e-01 1.60469430e-19)	(2.92017375e+00 -1.46806861e+00 0.00000000e+00)
17.8           	p              	-8.37587605e-01	(2.87998357e+00 -5.73373143e-01 0.00000000e+00)	5.39745917e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
17.8           	U              	(-2.71780627e-01 -4.29162903e-01 -1.42371184e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.25789734e+00 4.25082531e-01 2.28312466e-19)	(3.44181188e+00 -1.66665599e+00 2.83886333e-17)
17.85          	p              	-8.38007337e-01	(2.87998357e+00 -5.73373143e-01 0.00000000e+00)	5.39390095e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
17.85          	U              	(-2.70427705e-01 -4.39177256e-01 -1.39438383e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.26394963e+00 4.24456536e-01 2.29408311e-19)	(3.44181188e+00 -1.66665599e+00 2.83886333e-17)
17.9           	p              	-8.38566784e-01	(3.04392075e+00 -5.86640217e-01 0.00000000e+00)	5.39326678e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
17.9           	U              	(-2.69206417e-01 -4.48989126e-01 -1.36616073e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.26997091e+00 4.23650519e-01 2.30440503e-19)	(3.44181188e+00 -1.66665599e+00 2.83886333e-17)
17.95          	p              	-8.39791121e-01	(3.04392075e+00 -5.86640217e-01 0.00000000e+00)	5.39023059e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
17.95          	U              	(-2.68145754e-01 -4.58581965e-01 -1.33493649e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.27594491e+00 4.22662680e-01 2.31487922e-19)	(3.44181188e+00 -1.66665599e+00 2.83886333e-17)
18             	p              	-8.40539461e-01	(3.04392075e+00 -5.86640217e-01 0.00000000e+00)	5.39173826e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
18             	U              	(-2.67234371e-01 -4.67973761e-01 -1.30653036e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.28187310e+00 4.21483446e-01 2.32264675e-19)	(3.44181188e+00 -1.66665599e+00 2.83886333e-17)
18.05          	p              	-8.40485669e-01	(3.04392075e+00 -5.86640217e-01 0.00000000e+00)	5.38951570e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
18.05          	U              	(-2.09697178e-01 -5.02919623e-01 -1.06473794e-19)	(1.67569216e+00 6.59382930e-02 0.00000000e+00)	(1.28775793e+00 4.20109534e-01 2.32927956e-19)	(3.44181188e+00 -1.66665599e+00 2.83886333e-17)
18.1           	p              	-8.40226282e-01	(3.04392075e+00 -5.86640217e-01 0.00000000e+00)	5.39018977e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
18.1           	U              	(-2.09235690e-01 -5.06200363e-01 -1.05354819e-19)	(1.67569216e+00 6.59382930e-02 0.00000000e+00)	(1.29359063e+00 4.18539589e-01 2.33578289e-19)	(3.44181188e+00 -1.66665599e+00 2.83886333e-17)
18.15          	p              	-8.40512684e-01	(3.04392075e+00 -5.86640217e-01 0.00000000e+00)	5.38866314e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
18.15          	U              	(-2.08881533e-01 -5.09136049e-01 -1.04074696e-19)	(1.67569216e+00 6.59382930e-02 0.00000000e+00)	(1.29936019e+00 4.16774820e-01 2.34217256e-19)	(3.44181188e+00 -1.66665599e+00 2.83886333e-17)
18.2           	p              	-8.41160204e-01	(3.04392075e+00 -5.86640217e-01 0.00000000e+00)	5.38536103e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
18.2           	U              	(-2.08627776e-01 -5.11728427e-01 -1.02853290e-19)	(1.67569216e+00 6.59382930e-02 0.00000000e+00)	(1.30505547e+00 4.14817493e-01 2.34844205e-19)	(3.44181188e+00 -1.66665599e+00 2.83886333e-17)
18.25          	p              	-8.41035663e-01	(3.04392075e+00 -5.86640217e-01 0.00000000e+00)	5.38457325e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
18.25          	U              	(-2.08476232e-01 -5.13976234e-01 -1.01499762e-19)	(1.67569216e+00 6.59382930e-02 0.00000000e+00)	(1.31066544e+00 4.12660922e-01 2.35318954e-19)	(3.44181188e+00 -1.66665599e+00 2.83886333e-17)
18.3           	p              	-8.41442052e-01	(3.04392075e+00 -5.86640217e-01 0.00000000e+00)	5.38309874e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
18.3           	U              	(-2.64854929e-01 -5.18992343e-01 -1.10390476e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.13201159e+00 4.77607056e-01 1.86583215e-19)	(-4.34263818e-01 1.17707062e+00 1.02472922e-17)
18.35          	p              	-8.39627422e-01	(3.04392075e+00 -5.86640217e-01 0.00000000e+00)	5.38091722e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
18.35          	U              	(-2.64968888e-01 -5.26524597e-01 -1.06219039e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.13425019e+00 4.78086737e-01 1.87604481e-19)	(-4.34263818e-01 1.17707062e+00 1.02472922e-17)
18.4           	p              	-8.38918833e-01	(3.04392075e+00 -5.86640217e-01 0.00000000e+00)	5.38018731e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
18.4           	U              	(-2.65225447e-01 -5.33742878e-01 -1.02421146e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.19485549e+00 3.56037664e-01 5.17897239e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
18.45          	p              	-8.38406720e-01	(3.04392075e+00 -5.86640217e-01 0.00000000e+00)	5.37888912e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
18.45          	U              	(-2.65627775e-01 -5.40652882e-01 -9.85757428e-20)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.19704600e+00 3.55887509e-01 5.21395738e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
18.5           	p              	-8.36352361e-01	(3.04392075e+00 -5.86640217e-01 0.00000000e+00)	5.37765086e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
18.5           	U              	(-2.66172927e-01 -5.47227175e-01 -9.44233963e-20)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.19928270e+00 3.55752202e-01 5.24934393e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
18.55          	p              	-8.36421590e-01	(3.04392075e+00 -5.86640217e-01 0.00000000e+00)	5.37720704e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
18.55          	U              	(-2.09805298e-01 -5.19779394e-01 -9.17950888e-20)	(1.67569216e+00 6.59382930e-02 0.00000000e+00)	(1.20156135e+00 3.55630125e-01 5.28529226e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
18.6           	p              	-8.34236192e-01	(3.04392075e+00 -5.86640217e-01 0.00000000e+00)	5.37462405e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
18.6           	U              	(-2.77688880e-01 -5.29914391e-01 -1.65460073e-19)	(2.18345837e+00 8.59545214e-02 0.00000000e+00)	(1.34685315e+00 3.91801139e-01 2.36012535e-19)	(3.44181188e+00 -1.66665599e+00 2.83886333e-17)
18.65          	p              	-8.32961063e-01	(3.04392075e+00 -5.86640217e-01 0.00000000e+00)	5.37504440e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
18.65          	U              	(-2.78744260e-01 -5.40046778e-01 -1.64565884e-19)	(2.18345837e+00 8.59545214e-02 0.00000000e+00)	(1.35146116e+00 3.87961888e-01 2.35753393e-19)	(3.44181188e+00 -1.66665599e+00 2.83886333e-17)
18.7           	p              	-8.31546246e-01	(3.07827514e+00 -3.53327276e-01 -2.63523416e-17)	5.37012577e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
18.7           	U              	(-2.79975346e-01 -5.49910738e-01 -1.62991616e-19)	(2.18345837e+00 8.59545214e-02 0.00000000e+00)	(1.35588724e+00 3.83898054e-01 2.35326089e-19)	(3.44181188e+00 -1.66665599e+00 2.83886333e-17)
18.75          	p              	-8.29551411e-01	(3.27450028e+00 -3.53071347e-01 -1.23400670e-17)	5.37107955e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
18.75          	U              	(-2.81379037e-01 -5.59499952e-01 -1.61246720e-19)	(2.18345837e+00 8.59545214e-02 0.00000000e+00)	(1.36012852e+00 3.79607789e-01 2.34741079e-19)	(3.44181188e+00 -1.66665599e+00 2.83886333e-17)
18.8           	p              	-8.29713404e-01	(3.27450028e+00 -3.53071347e-01 -1.23400670e-17)	5.36905860e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
18.8           	U              	(-2.82930920e-01 -5.68809306e-01 -1.59646448e-19)	(2.18345837e+00 8.59545214e-02 0.00000000e+00)	(1.36417628e+00 3.75091427e-01 2.34074844e-19)	(3.44181188e+00 -1.66665599e+00 2.83886333e-17)
18.85          	p              	-8.27317201e-01	(3.27450028e+00 -3.53071347e-01 -1.23400670e-17)	5.36854054e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
18.85          	U              	(-2.84647852e-01 -5.77816863e-01 -1.57231382e-19)	(2.18345837e+00 8.59545214e-02 0.00000000e+00)	(1.36801417e+00 3.70343222e-01 2.33265358e-19)	(3.44181188e+00 -1.66665599e+00 2.83886333e-17)
18.9           	p              	-8.28196669e-01	(3.27450028e+00 -3.53071347e-01 -1.23400670e-17)	5.36825322e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
18.9           	U              	(-2.86517298e-01 -5.86536063e-01 -1.54809777e-19)	(2.18345837e+00 8.59545214e-02 0.00000000e+00)	(1.37162813e+00 3.65373244e-01 2.32513887e-19)	(3.44181188e+00 -1.66665599e+00 2.83886333e-17)
