# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
0.05           	p              	-3.75998068e+01	(1.30675477e+01 -1.93303998e+01 1.31458292e-17)	5.02749531e+01	(8.50121714e+00 1.93303998e+01 -3.37940727e-17)
3.25           	p              	-8.38003622e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.88043035e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.25           	U              	(-4.56622539e-01 -7.10248779e-02 -2.75421256e-19)	(1.76997362e+00 6.96548838e-02 0.00000000e+00)	(1.43698564e+00 2.31898915e-01 2.51124515e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
3.3            	p              	-8.32124222e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.87719905e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.3            	U              	(-4.71886129e-01 -7.20605554e-02 -2.70867813e-19)	(1.76997362e+00 6.96548838e-02 0.00000000e+00)	(1.43521464e+00 2.32938697e-01 2.49931620e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
3.35           	p              	-8.26313925e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.87385199e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.35           	U              	(-4.86644694e-01 -7.29902575e-02 -2.65206315e-19)	(1.76997362e+00 6.96548838e-02 0.00000000e+00)	(1.43349037e+00 2.33948545e-01 2.48789516e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
3.4            	p              	-8.20493775e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.86999917e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.4            	U              	(-5.00872278e-01 -7.38767260e-02 -2.58941260e-19)	(1.76997362e+00 6.96548838e-02 0.00000000e+00)	(1.34137284e+00 3.14085313e-01 6.99087909e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.45           	p              	-8.14792850e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.86630268e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.45           	U              	(-5.14539211e-01 -7.46861636e-02 -2.51950723e-19)	(1.76997362e+00 6.96548838e-02 0.00000000e+00)	(1.34026051e+00 3.14754789e-01 6.96977923e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.5            	p              	-8.09118542e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.86301916e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.5            	U              	(-5.27672686e-01 -7.53977112e-02 -2.44946792e-19)	(1.76997362e+00 6.96548838e-02 0.00000000e+00)	(1.33918830e+00 3.15410872e-01 6.94998697e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.55           	p              	-8.03703622e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.85874136e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.55           	U              	(-5.40284609e-01 -7.61101681e-02 -2.37630194e-19)	(1.76997362e+00 6.96548838e-02 0.00000000e+00)	(1.33815452e+00 3.16052067e-01 6.93161702e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.6            	p              	-7.98095844e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.85525956e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.6            	U              	(-3.79457842e-01 -1.93778866e-01 -6.15975565e-19)	(1.85765077e+00 2.20093220e-01 -1.06142564e-17)	(1.33715802e+00 3.16689517e-01 6.90989173e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
3.65           	p              	-7.92579090e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.85180798e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.65           	U              	(-3.90762630e-01 -1.91001798e-01 -6.05544912e-19)	(1.85765077e+00 2.20093220e-01 -1.06142564e-17)	(1.39884184e+00 6.07285862e-02 2.53315080e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
3.7            	p              	-7.87320651e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.84705736e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.7            	U              	(-4.01513551e-01 -1.88070385e-01 -5.94253457e-19)	(1.85765077e+00 2.20093220e-01 -1.06142564e-17)	(1.39806577e+00 6.23373701e-02 2.52213526e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
3.75           	p              	-7.81949604e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.84363152e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.75           	U              	(-4.11716257e-01 -1.85098142e-01 -5.81934798e-19)	(1.85765077e+00 2.20093220e-01 -1.06142564e-17)	(1.39731332e+00 6.39019587e-02 2.51103299e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
3.8            	p              	-7.76853079e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.83910909e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.8            	U              	(-4.21356223e-01 -1.82036921e-01 -5.68589652e-19)	(1.85765077e+00 2.20093220e-01 -1.06142564e-17)	(1.39694533e+00 1.35702228e-01 2.86999437e-19)	(1.35379000e+00 -1.71776260e+00 0.00000000e+00)
3.85           	p              	-7.71511650e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.83569295e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.85           	U              	(-4.30419750e-01 -1.78916779e-01 -5.53979398e-19)	(1.85765077e+00 2.20093220e-01 -1.06142564e-17)	(1.40084682e+00 1.30282814e-01 2.81778505e-19)	(1.35379000e+00 -1.71776260e+00 0.00000000e+00)
3.9            	p              	-7.68439397e-01	(1.61157304e+00 -7.42887132e-01 -3.37931729e-17)	5.83181755e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.9            	U              	(-4.38976823e-01 -1.75825928e-01 -5.40174190e-19)	(1.85765077e+00 2.20093220e-01 -1.06142564e-17)	(1.40457206e+00 1.24811277e-01 2.76446564e-19)	(1.35379000e+00 -1.71776260e+00 0.00000000e+00)
3.95           	p              	-7.71055880e-01	(1.61157304e+00 -7.42887132e-01 -3.37931729e-17)	5.82859085e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.95           	U              	(-4.47068616e-01 -1.72724870e-01 -5.26735464e-19)	(1.85765077e+00 2.20093220e-01 -1.06142564e-17)	(1.40812062e+00 1.19296459e-01 2.70760468e-19)	(1.35379000e+00 -1.71776260e+00 0.00000000e+00)
4              	p              	-7.70100833e-01	(1.61157304e+00 -7.42887132e-01 -3.37931729e-17)	5.82417990e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4              	U              	(-5.50724645e-01 -1.58088084e-01 -5.13066476e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.41544241e+00 2.44850243e-01 2.37328193e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
4.05           	p              	-7.70759305e-01	(1.61157304e+00 -7.42887132e-01 -3.37931729e-17)	5.81980499e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.05           	U              	(-5.54702837e-01 -1.61085435e-01 -5.35201284e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.41436607e+00 2.45551803e-01 2.36652917e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
4.1            	p              	-7.70268245e-01	(1.61157304e+00 -7.42887132e-01 -3.37931729e-17)	5.81622811e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.1            	U              	(-5.58420031e-01 -1.63822786e-01 -5.57740121e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.41333157e+00 2.46237330e-01 2.36007445e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
4.15           	p              	-7.71858196e-01	(1.70081702e+00 -7.84021977e-01 -1.05893021e-17)	5.81191994e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.15           	U              	(-5.61911874e-01 -1.66303020e-01 -5.77022678e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.41233793e+00 2.46907552e-01 2.35382132e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
4.2            	p              	-7.73851770e-01	(1.70081702e+00 -7.84021977e-01 -1.05893021e-17)	5.80832663e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.2            	U              	(-5.65217770e-01 -1.68549804e-01 -5.94675410e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.41138103e+00 2.47563052e-01 2.34763311e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
4.25           	p              	-7.73585906e-01	(1.70081702e+00 -7.84021977e-01 -1.05893021e-17)	5.80442366e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.25           	U              	(-5.68275248e-01 -1.70531968e-01 -6.14056340e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.41046318e+00 2.48204001e-01 2.34191318e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
4.3            	p              	-7.74136786e-01	(1.75704651e+00 -6.48271988e-01 2.04167066e-17)	5.80195730e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.3            	U              	(-5.71137618e-01 -1.72295292e-01 -6.29508479e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.40958013e+00 2.48832023e-01 2.33608117e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
4.35           	p              	-7.76924497e-01	(1.75704651e+00 -6.48271988e-01 2.04167066e-17)	5.79782447e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.35           	U              	(-5.73815952e-01 -1.73851467e-01 -6.44418246e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.40873158e+00 2.49447234e-01 2.33057487e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
4.4            	p              	-7.79090928e-01	(1.75704651e+00 -6.48271988e-01 2.04167066e-17)	5.79322661e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.4            	U              	(-5.76335502e-01 -1.75205001e-01 -6.57503897e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.40791473e+00 2.50050418e-01 2.32510901e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
4.45           	p              	-7.76845590e-01	(1.75704651e+00 -6.48271988e-01 2.04167066e-17)	5.79060897e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.45           	U              	(-5.78672296e-01 -1.76277311e-01 -6.70169073e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.40713420e+00 2.50641409e-01 2.32018587e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
4.5            	p              	-7.77177282e-01	(1.75704651e+00 -6.48271988e-01 2.04167066e-17)	5.78659903e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.5            	U              	(-5.80857035e-01 -1.77116041e-01 -6.80747684e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.40638793e+00 2.51221050e-01 2.31523871e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
4.55           	p              	-7.77402974e-01	(1.75704651e+00 -6.48271988e-01 2.04167066e-17)	5.78355719e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.55           	U              	(-5.82900193e-01 -1.77744894e-01 -6.90688632e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.40567300e+00 2.51789895e-01 2.31039279e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
4.6            	p              	-7.76391803e-01	(1.75704651e+00 -6.48271988e-01 2.04167066e-17)	5.78017062e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.6            	U              	(-6.87594405e-01 -8.17055243e-02 -5.92805720e-20)	(1.76997362e+00 6.96548838e-02 0.00000000e+00)	(1.40498612e+00 2.52348801e-01 2.30558367e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
4.65           	p              	-7.75008867e-01	(1.75704651e+00 -6.48271988e-01 2.04167066e-17)	5.77652884e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.65           	U              	(-3.05732303e-01 -1.82994895e-01 -8.79050402e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.40433014e+00 2.52897657e-01 2.30120660e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
4.7            	p              	-7.74225314e-01	(1.75704651e+00 -6.48271988e-01 2.04167066e-17)	5.77426929e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.7            	U              	(-3.19864979e-01 -1.86220390e-01 -8.88701136e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.40370321e+00 2.53438472e-01 2.29669478e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
4.75           	p              	-7.73282779e-01	(1.85266391e+00 -6.83554323e-01 0.00000000e+00)	5.77021326e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.75           	U              	(-3.33572139e-01 -1.89414812e-01 -8.92911090e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.40310273e+00 2.53969834e-01 2.29242467e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
4.8            	p              	-7.72634905e-01	(1.85266391e+00 -6.83554323e-01 0.00000000e+00)	5.76716760e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.8            	U              	(-3.46891347e-01 -1.92584933e-01 -8.98978510e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.40252957e+00 2.54491718e-01 2.28841206e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
4.85           	p              	-7.73282200e-01	(1.85266391e+00 -6.83554323e-01 0.00000000e+00)	5.76433889e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.85           	U              	(-3.59789787e-01 -1.95711870e-01 -9.02778658e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.40198167e+00 2.55006338e-01 2.28427854e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
4.9            	p              	-7.70944065e-01	(1.85266391e+00 -6.83554323e-01 0.00000000e+00)	5.76119523e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.9            	U              	(-6.86849772e-01 -9.13780108e-02 -1.26038211e-19)	(1.58478854e+00 -6.23548572e-02 2.82432014e-17)	(1.40145973e+00 2.55513945e-01 2.28041275e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
4.95           	p              	-7.69727278e-01	(1.85266391e+00 -6.83554323e-01 0.00000000e+00)	5.75870051e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.95           	U              	(-6.87111590e-01 -9.05643445e-02 -1.23119079e-19)	(1.58478854e+00 -6.23548572e-02 2.82432014e-17)	(1.40096206e+00 2.56014612e-01 2.27660907e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
5              	p              	-7.68232969e-01	(1.85266391e+00 -6.83554323e-01 0.00000000e+00)	5.75551206e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5              	U              	(-6.87209431e-01 -8.96023692e-02 -1.20056904e-19)	(1.58478854e+00 -6.23548572e-02 2.82432014e-17)	(1.40048809e+00 2.56508699e-01 2.27296668e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
5.05           	p              	-7.65440621e-01	(1.85266391e+00 -6.83554323e-01 0.00000000e+00)	5.75256405e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.05           	U              	(-6.87131250e-01 -8.84986870e-02 -1.17054604e-19)	(1.58478854e+00 -6.23548572e-02 2.82432014e-17)	(1.40003877e+00 2.56996256e-01 2.26955746e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
5.1            	p              	-7.62723039e-01	(1.85266391e+00 -6.83554323e-01 0.00000000e+00)	5.75072356e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.1            	U              	(-6.86893318e-01 -8.72402468e-02 -1.13296369e-19)	(1.58478854e+00 -6.23548572e-02 2.82432014e-17)	(1.39961164e+00 2.57478218e-01 2.26606726e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
5.15           	p              	-7.60180492e-01	(1.85266391e+00 -6.83554323e-01 0.00000000e+00)	5.74786717e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.15           	U              	(-6.86488690e-01 -8.58221585e-02 -1.09506771e-19)	(1.58478854e+00 -6.23548572e-02 2.82432014e-17)	(1.39920743e+00 2.57954574e-01 2.26281425e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
5.2            	p              	-7.58109259e-01	(1.85266391e+00 -6.83554323e-01 0.00000000e+00)	5.74529591e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.2            	U              	(-6.90907628e-01 -8.73964321e-02 -4.23511800e-19)	(2.18345837e+00 -8.59545214e-02 0.00000000e+00)	(1.39882508e+00 2.58425637e-01 2.25959425e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
5.25           	p              	-7.55693689e-01	(1.85266391e+00 -6.83554323e-01 0.00000000e+00)	5.74266198e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.25           	U              	(-6.99437910e-01 -9.22331372e-02 -4.09899235e-19)	(2.18345837e+00 -8.59545214e-02 0.00000000e+00)	(1.39846434e+00 2.58891730e-01 2.25648829e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
5.3            	p              	-7.52932440e-01	(1.95183419e+00 -7.20147658e-01 0.00000000e+00)	5.73984322e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.3            	U              	(-7.07494403e-01 -9.69039405e-02 -3.98631028e-19)	(2.18345837e+00 -8.59545214e-02 0.00000000e+00)	(1.39812100e+00 2.59353523e-01 2.25324770e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
5.35           	p              	-7.50652761e-01	(1.95183419e+00 -7.20147658e-01 0.00000000e+00)	5.73822987e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.35           	U              	(-7.15134807e-01 -1.01392459e-01 -3.88228596e-19)	(2.18345837e+00 -8.59545214e-02 0.00000000e+00)	(1.39779281e+00 2.59811411e-01 2.25005196e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
5.4            	p              	-7.49513353e-01	(1.95183419e+00 -7.20147658e-01 0.00000000e+00)	5.73433379e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.4            	U              	(-7.22380297e-01 -1.05682794e-01 -3.77999242e-19)	(2.18345837e+00 -8.59545214e-02 0.00000000e+00)	(1.39748229e+00 2.60264617e-01 2.24719770e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
5.45           	p              	-7.45856472e-01	(1.95183419e+00 -7.20147658e-01 0.00000000e+00)	5.73240937e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.45           	U              	(-7.29143646e-01 -1.09981869e-01 -3.65189122e-19)	(2.18345837e+00 -8.59545214e-02 0.00000000e+00)	(1.39719292e+00 2.60713279e-01 2.24454816e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
5.5            	p              	-7.43533898e-01	(1.95183419e+00 -7.20147658e-01 0.00000000e+00)	5.72971870e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.5            	U              	(-7.35430653e-01 -1.14174326e-01 -3.53219230e-19)	(2.18345837e+00 -8.59545214e-02 0.00000000e+00)	(1.39692351e+00 2.61158157e-01 2.24182582e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
5.55           	p              	-7.40712589e-01	(1.95183419e+00 -7.20147658e-01 0.00000000e+00)	5.72831523e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.55           	U              	(-7.41321258e-01 -1.18214087e-01 -3.43203233e-19)	(2.18345837e+00 -8.59545214e-02 0.00000000e+00)	(1.39666941e+00 2.61600491e-01 2.23893597e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
5.6            	p              	-7.38137990e-01	(1.95183419e+00 -7.20147658e-01 0.00000000e+00)	5.72617722e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.6            	U              	(-7.46849668e-01 -1.22105120e-01 -3.33431128e-19)	(2.18345837e+00 -8.59545214e-02 0.00000000e+00)	(1.39642944e+00 2.62039976e-01 2.23620143e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
5.65           	p              	-7.35893600e-01	(1.95183419e+00 -7.20147658e-01 0.00000000e+00)	5.72342200e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.65           	U              	(-7.52020355e-01 -1.25831457e-01 -3.23737410e-19)	(2.18345837e+00 -8.59545214e-02 0.00000000e+00)	(1.39620380e+00 2.62476131e-01 2.23361192e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
5.7            	p              	-7.33444035e-01	(1.95183419e+00 -7.20147658e-01 0.00000000e+00)	5.72007098e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.7            	U              	(-7.56827099e-01 -1.29399293e-01 -3.14063958e-19)	(2.18345837e+00 -8.59545214e-02 0.00000000e+00)	(1.39599209e+00 2.62908915e-01 2.23106917e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
5.75           	p              	-7.31578812e-01	(1.80211298e+00 5.08419305e-01 -6.20369793e-17)	5.71790765e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.75           	U              	(-7.61241448e-01 -1.32753888e-01 -3.04124403e-19)	(2.18345837e+00 -8.59545214e-02 0.00000000e+00)	(1.39579533e+00 2.63338754e-01 2.22863493e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
5.8            	p              	-7.32563965e-01	(1.80211298e+00 5.08419305e-01 -6.20369793e-17)	5.71603762e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.8            	U              	(-7.65213653e-01 -1.35925282e-01 -2.93621340e-19)	(2.18345837e+00 -8.59545214e-02 0.00000000e+00)	(1.39561356e+00 2.63765952e-01 2.22625259e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
5.85           	p              	-7.33455359e-01	(1.80211298e+00 5.08419305e-01 -6.20369793e-17)	5.71422336e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.85           	U              	(-7.68795866e-01 -1.38982148e-01 -2.84526231e-19)	(2.18345837e+00 -8.59545214e-02 0.00000000e+00)	(1.39544644e+00 2.64191077e-01 2.22390977e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
5.9            	p              	-7.33887415e-01	(1.80211298e+00 5.08419305e-01 -6.20369793e-17)	5.71273830e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
